mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm
191	191	1/16	1/16	2/4	2	1	1/16		1/16	1	2456		articStaccatoBelow			
191	191	1/8	1/8	2/4	2	1	1/16		1/16	1	2457		articStaccatoBelow			
191	191	3/16	3/16	2/4	2	1	1/16		1/16	1	2458		articStaccatoBelow			
191	191	1/4	1/4	2/4	2	1	1/16		1/16	1	2459		articStaccatoBelow			
191	191	5/16	5/16	2/4	2	1	1/16		1/16	1	2460		articStaccatoBelow			
191	191	3/8	3/8	2/4	2	1	1/16		1/16	1	2461		articStaccatoBelow			
191	191	7/16	7/16	2/4	2	1	1/16		1/16	1	2462		articStaccatoBelow			
191	191	0	0	2/4	3	1	1/8		1/8	1	2463					
191	191	0	0	2/4	4	1	1/4		1/4	1	2464					
192	192	1/4	1/4	2/4	1	1	1/4		1/4	1	2465		articStaccatoBelow			
192	192	0	0	2/4	2	1	1/4		1/4	1	2466		articStaccatoAbove			
192	192	1/4	1/4	2/4	2	1	1/4		1/4	1	2467		articStaccatoAbove			
192	192	0	0	2/4	3	1	1/4		1/4	1	2468		articStaccatoAbove			
192	192	1/4	1/4	2/4	3	1	1/4		1/4	1	2469		articStaccatoAbove			
192	192	0	0	2/4	4	1	1/4		1/4	1	2470		articStaccatoAbove			
192	192	1/4	1/4	2/4	4	1	1/4		1/4	1	2471		articStaccatoAbove			
193	193	0	0	2/4	1	1	0					sf				
193	193	0	0	2/4	1	1	3/8		1/4	3/2	2472					
193	193	3/8	3/8	2/4	1	1	1/8		1/8	1	2473					
193	193	0	0	2/4	2	1	0					sf				
193	193	0	0	2/4	2	1	3/8		1/4	3/2	2474					
193	193	3/8	3/8	2/4	2	1	0	grace16after	1/16	1	2475					
193	193	3/8	3/8	2/4	2	1	0	grace16after	1/16	1	2476					
193	193	3/8	3/8	2/4	2	1	1/8		1/8	1	2477		ornamentTrill			
193	193	0	0	2/4	3	1	0					sf				
193	193	0	0	2/4	3	1	3/8		1/4	3/2	2478					
193	193	3/8	3/8	2/4	3	1	1/8		1/8	1	2479					
193	193	0	0	2/4	4	1	0					sf				
193	193	0	0	2/4	4	1	3/8		1/4	3/2	2480					
193	193	3/8	3/8	2/4	4	1	1/8		1/8	1	2481					
194	194	0	0	2/4	1	1	1/8		1/8	1	2482		articStaccatoBelow			
194	194	1/8	1/8	2/4	1	1	1/8		1/8	1	2483		articStaccatoBelow			
194	194	1/4	1/4	2/4	1	1	1/8		1/8	1	2484		articStaccatoAbove			
194	194	3/8	3/8	2/4	1	1	1/8		1/8	1	2485		articStaccatoAbove			
194	194	0	0	2/4	2	1	1/8		1/8	1	2486		articStaccatoAbove			
194	194	1/8	1/8	2/4	2	1	1/8		1/8	1	2487		articStaccatoAbove			
194	194	1/4	1/4	2/4	2	1	1/8		1/8	1	2488		articStaccatoAbove			
194	194	3/8	3/8	2/4	2	1	1/8		1/8	1	2489		articStaccatoAbove			
194	194	0	0	2/4	3	1	1/8		1/8	1	2490					
194	194	1/8	1/8	2/4	3	1	1/8		1/8	1	2491		articStaccatoAbove			
194	194	1/4	1/4	2/4	3	1	1/8		1/8	1	2492		articStaccatoAbove			
194	194	3/8	3/8	2/4	3	1	1/8		1/8	1	2493		articStaccatoAbove			
194	194	0	0	2/4	4	1	1/8		1/8	1	2494		articStaccatoAbove			
194	194	1/8	1/8	2/4	4	1	1/8		1/8	1	2495		articStaccatoAbove			
194	194	1/4	1/4	2/4	4	1	1/8		1/8	1	2496		articStaccatoAbove			
194	194	3/8	3/8	2/4	4	1	1/8		1/8	1	2497		articStaccatoAbove			
195	195	0	0	2/4	1	1	1/16		1/16	1	2498		articStaccatoAbove			
195	195	1/16	1/16	2/4	1	1	1/16		1/16	1	2499		articStaccatoAbove			
195	195	1/8	1/8	2/4	1	1	1/16		1/16	1	2500		articStaccatoAbove			
195	195	3/16	3/16	2/4	1	1	1/16		1/16	1	2501		articStaccatoAbove			
195	195	1/4	1/4	2/4	1	1	1/16		1/16	1	2502		articStaccatoAbove			
195	195	5/16	5/16	2/4	1	1	1/16		1/16	1	2503		articStaccatoAbove			
195	195	3/8	3/8	2/4	1	1	1/16		1/16	1	2504		articStaccatoAbove			
195	195	7/16	7/16	2/4	1	1	1/16		1/16	1	2505		articStaccatoAbove			
195	195	0	0	2/4	2	1	1/8		1/8	1	2506					
195	195	0	0	2/4	3	1	1/8		1/8	1	2507					
195	195	0	0	2/4	4	1	1/4		1/4	1	2508					
196	196	0	0	2/4	1	1	1/4		1/4	1	2509		articStaccatoAbove			
196	196	1/4	1/4	2/4	1	1	1/4		1/4	1	2510		articStaccatoAbove			
196	196	1/16	1/16	2/4	3	1	1/16		1/16	1	2511		articStaccatoBelow			
196	196	1/8	1/8	2/4	3	1	1/16		1/16	1	2512		articStaccatoBelow			
196	196	3/16	3/16	2/4	3	1	1/16		1/16	1	2513		articStaccatoBelow			
196	196	1/4	1/4	2/4	3	1	1/16		1/16	1	2514		articStaccatoBelow			
196	196	5/16	5/16	2/4	3	1	1/16		1/16	1	2515		articStaccatoBelow			
196	196	3/8	3/8	2/4	3	1	1/16		1/16	1	2516		articStaccatoBelow			
196	196	7/16	7/16	2/4	3	1	1/16		1/16	1	2517		articStaccatoBelow			
196	196	0	0	2/4	4	1	0					p				
196	196	0	0	2/4	4	1	0					p				
196	196	0	0	2/4	4	1	1/4		1/4	1	2518		articStaccatoBelow			
196	196	1/4	1/4	2/4	4	1	1/4		1/4	1	2519		articStaccatoBelow			
197	197	0	0	2/4	1	1	3/8		1/4	3/2	2520					
197	197	3/8	3/8	2/4	1	1	1/8		1/8	1	2521					
197	197	1/16	1/16	2/4	2	1	1/16		1/16	1	2522		articStaccatoBelow			
197	197	1/8	1/8	2/4	2	1	1/16		1/16	1	2523		articStaccatoBelow			
197	197	3/16	3/16	2/4	2	1	1/16		1/16	1	2524		articStaccatoBelow			
197	197	1/4	1/4	2/4	2	1	1/16		1/16	1	2525		articStaccatoBelow			
197	197	5/16	5/16	2/4	2	1	1/16		1/16	1	2526		articStaccatoBelow			
197	197	3/8	3/8	2/4	2	1	1/16		1/16	1	2527		articStaccatoBelow			
197	197	7/16	7/16	2/4	2	1	1/16		1/16	1	2528		articStaccatoBelow			
197	197	0	0	2/4	3	1	3/8		1/4	3/2	2529					
197	197	3/8	3/8	2/4	3	1	1/8		1/8	1	2530					
197	197	0	0	2/4	4	1	3/8		1/4	3/2	2531					
197	197	3/8	3/8	2/4	4	1	1/8		1/8	1	2532					
198	198	0	0	2/4	1	1	1/8		1/8	1	2533		articStaccatoAbove			
198	198	1/8	1/8	2/4	1	1	1/8		1/8	1	2534		articStaccatoAbove			
198	198	1/4	1/4	2/4	1	1	1/8		1/8	1	2535		articStaccatoAbove			
198	198	3/8	3/8	2/4	1	1	1/8		1/8	1	2536		articStaccatoAbove			
198	198	0	0	2/4	2	1	1/16		1/16	1	2537					
198	198	1/16	1/16	2/4	2	1	1/16		1/16	1	2538					
198	198	1/8	1/8	2/4	2	1	1/16		1/16	1	2539					
198	198	3/16	3/16	2/4	2	1	1/16		1/16	1	2540					
198	198	1/4	1/4	2/4	2	1	1/16		1/16	1	2541					
198	198	5/16	5/16	2/4	2	1	1/16		1/16	1	2542					
198	198	3/8	3/8	2/4	2	1	1/16		1/16	1	2543					
198	198	7/16	7/16	2/4	2	1	1/16		1/16	1	2544					
198	198	0	0	2/4	3	1	1/8		1/8	1	2545		articStaccatoAbove			
198	198	1/8	1/8	2/4	3	1	1/8		1/8	1	2546		articStaccatoAbove			
198	198	1/4	1/4	2/4	3	1	1/8		1/8	1	2547		articStaccatoAbove			
198	198	3/8	3/8	2/4	3	1	1/8		1/8	1	2548		articStaccatoAbove			
198	198	0	0	2/4	4	1	1/8		1/8	1	2549		articStaccatoBelow			
198	198	1/8	1/8	2/4	4	1	1/8		1/8	1	2550		articStaccatoBelow			
198	198	1/4	1/4	2/4	4	1	1/8		1/8	1	2551		articStaccatoBelow			
198	198	3/8	3/8	2/4	4	1	1/8		1/8	1	2552		articStaccatoBelow			
199	199	0	0	2/4	1	1	1/16		1/16	1	2553		articStaccatoAbove			
199	199	1/16	1/16	2/4	1	1	1/16		1/16	1	2554		articStaccatoAbove			
199	199	1/8	1/8	2/4	1	1	1/16		1/16	1	2555		articStaccatoAbove			
199	199	3/16	3/16	2/4	1	1	1/16		1/16	1	2556		articStaccatoAbove			
199	199	1/4	1/4	2/4	1	1	1/16		1/16	1	2557		articStaccatoAbove			
199	199	5/16	5/16	2/4	1	1	1/16		1/16	1	2558		articStaccatoAbove			
199	199	3/8	3/8	2/4	1	1	1/16		1/16	1	2559		articStaccatoAbove			
199	199	7/16	7/16	2/4	1	1	1/16		1/16	1	2560		articStaccatoAbove			
199	199	0	0	2/4	2	1	1/8		1/8	1	2561					
199	199	0	0	2/4	3	1	1/8		1/8	1	2562					
199	199	0	0	2/4	4	1	1/4		1/4	1	2563					
200	200	0	0	2/4	1	1	1/8		1/8	1	2564					
200	200	1/4	1/4	2/4	1	1	1/8		1/8	1	2565					
200	200	1/16	1/16	2/4	3	1	1/16		1/16	1	2566		articStaccatoBelow			
200	200	1/8	1/8	2/4	3	1	1/16		1/16	1	2567		articStaccatoBelow			
200	200	3/16	3/16	2/4	3	1	1/16		1/16	1	2568		articStaccatoBelow			
200	200	1/4	1/4	2/4	3	1	1/16		1/16	1	2569		articStaccatoBelow			
200	200	5/16	5/16	2/4	3	1	1/16		1/16	1	2570		articStaccatoBelow			
200	200	3/8	3/8	2/4	3	1	1/16		1/16	1	2571		articStaccatoBelow			
200	200	7/16	7/16	2/4	3	1	1/16		1/16	1	2572		articStaccatoBelow			
200	200	0	0	2/4	4	1	1/4		1/4	1	2573		articStaccatoBelow			
200	200	1/4	1/4	2/4	4	1	1/4		1/4	1	2574		articStaccatoAbove			
201	201	0	0	2/4	1	1	0					sf				
201	201	0	0	2/4	1	1	3/8		1/4	3/2	2575					
201	201	3/8	3/8	2/4	1	1	1/8		1/8	1	2576					
201	201	1/16	1/16	2/4	2	1	1/16		1/16	1	2577		articStaccatoBelow			
201	201	1/8	1/8	2/4	2	1	1/16		1/16	1	2578		articStaccatoBelow			
201	201	3/16	3/16	2/4	2	1	1/16		1/16	1	2579		articStaccatoBelow			
201	201	1/4	1/4	2/4	2	1	1/16		1/16	1	2580		articStaccatoAbove			
201	201	5/16	5/16	2/4	2	1	1/16		1/16	1	2581		articStaccatoAbove			
201	201	3/8	3/8	2/4	2	1	1/16		1/16	1	2582		articStaccatoAbove			
201	201	7/16	7/16	2/4	2	1	1/16		1/16	1	2583		articStaccatoAbove			
201	201	0	0	2/4	3	1	0					sf				
201	201	0	0	2/4	3	1	3/8		1/4	3/2	2584					
201	201	3/8	3/8	2/4	3	1	1/8		1/8	1	2585					
201	201	0	0	2/4	4	1	0					sf				
201	201	0	0	2/4	4	1	3/8		1/4	3/2	2586					
201	201	3/8	3/8	2/4	4	1	1/8		1/8	1	2587					
202	202	0	0	2/4	1	1	0									
202	202	0	0	2/4	1	1	1/8		1/8	1	2588		articStaccatoAbove			
202	202	1/8	1/8	2/4	1	1	1/8		1/8	1	2589		articStaccatoAbove			
202	202	1/4	1/4	2/4	1	1	1/8		1/8	1	2590					
202	202	3/8	3/8	2/4	1	1	1/8		1/8	1	2591					
202	202	0	0	2/4	2	1	0									
202	202	0	0	2/4	2	1	1/16		1/16	1	2592					
202	202	1/16	1/16	2/4	2	1	1/16		1/16	1	2593					
202	202	1/8	1/8	2/4	2	1	1/16		1/16	1	2594					
202	202	3/16	3/16	2/4	2	1	1/16		1/16	1	2595					
202	202	1/4	1/4	2/4	2	1	1/16		1/16	1	2596					
202	202	5/16	5/16	2/4	2	1	1/16		1/16	1	2597					
202	202	3/8	3/8	2/4	2	1	1/16		1/16	1	2598					
202	202	7/16	7/16	2/4	2	1	1/16		1/16	1	2599					
202	202	0	0	2/4	3	1	0									
202	202	0	0	2/4	3	1	1/16		1/16	1	2600					
202	202	1/16	1/16	2/4	3	1	1/16		1/16	1	2601					
202	202	1/8	1/8	2/4	3	1	1/16		1/16	1	2602					
202	202	3/16	3/16	2/4	3	1	1/16		1/16	1	2603					
202	202	1/4	1/4	2/4	3	1	1/16		1/16	1	2604					
202	202	5/16	5/16	2/4	3	1	1/16		1/16	1	2605					
202	202	3/8	3/8	2/4	3	1	1/16		1/16	1	2606					
202	202	7/16	7/16	2/4	3	1	1/16		1/16	1	2607					
202	202	0	0	2/4	4	1	0									
202	202	0	0	2/4	4	1	1/8		1/8	1	2608					
202	202	1/8	1/8	2/4	4	1	1/8		1/8	1	2609					
202	202	1/4	1/4	2/4	4	1	1/8		1/8	1	2610					
202	202	3/8	3/8	2/4	4	1	1/8		1/8	1	2611					
203	203	0	0	2/4	1	1	0					p				
203	203	0	0	2/4	1	1	1/8		1/8	1	2612					
203	203	7/32	7/32	2/4	1	1	1/32		1/32	1	2613					
203	203	1/4	1/4	2/4	1	1	1/8		1/8	1	2614					
203	203	3/8	3/8	2/4	1	1	1/8		1/8	1	2615					
203	203	0	0	2/4	2	1	0					p				
203	203	0	0	2/4	2	1	1/8		1/8	1	2616					
203	203	1/4	1/4	2/4	2	1	1/8		1/8	1	2617					
203	203	3/8	3/8	2/4	2	1	1/8		1/8	1	2618					
203	203	0	0	2/4	3	1	0					p				
203	203	0	0	2/4	3	1	1/8		1/8	1	2619					
203	203	3/8	3/8	2/4	3	1	1/8		1/8	1	2620					
203	203	0	0	2/4	4	1	0					p				
203	203	0	0	2/4	4	1	1/4		1/4	1	2621					
203	203	5/16	5/16	2/4	4	1	1/16		1/16	1	2622		articStaccatoBelow			
203	203	3/8	3/8	2/4	4	1	1/16		1/16	1	2623		articStaccatoBelow			
203	203	7/16	7/16	2/4	4	1	1/16		1/16	1	2624		articStaccatoBelow			
204	204	0	0	2/4	1	1	1/8		1/8	1	2625					
204	204	1/8	1/8	2/4	1	1	1/16		1/16	1	2626					
204	204	7/32	7/32	2/4	1	1	1/32		1/32	1	2627					
204	204	1/4	1/4	2/4	1	1	1/8		1/8	1	2628					
204	204	3/8	3/8	2/4	1	1	1/8		1/8	1	2629					
204	204	0	0	2/4	2	1	1/8		1/8	1	2630					
204	204	1/8	1/8	2/4	2	1	1/16		1/16	1	2631					
204	204	1/4	1/4	2/4	2	1	1/8		1/8	1	2632					
204	204	3/8	3/8	2/4	2	1	1/8		1/8	1	2633					
204	204	0	0	2/4	3	1	3/8		1/4	3/2	2634					
204	204	3/8	3/8	2/4	3	1	1/8		1/8	1	2635					
204	204	0	0	2/4	4	1	1/8		1/8	1	2636					
204	204	1/8	1/8	2/4	4	1	1/8		1/8	1	2637					
204	204	5/16	5/16	2/4	4	1	1/16		1/16	1	2638		articStaccatoBelow			
204	204	3/8	3/8	2/4	4	1	1/16		1/16	1	2639		articStaccatoBelow			
204	204	7/16	7/16	2/4	4	1	1/16		1/16	1	2640		articStaccatoBelow			
205	205	0	0	2/4	1	1	1/8		1/8	1	2641					
205	205	1/8	1/8	2/4	1	1	1/16		1/16	1	2642					
205	205	7/32	7/32	2/4	1	1	1/32		1/32	1	2643					
205	205	1/4	1/4	2/4	1	1	1/8		1/8	1	2644					
205	205	3/8	3/8	2/4	1	1	1/8		1/8	1	2645					
205	205	0	0	2/4	2	1	1/8		1/8	1	2646					
205	205	1/8	1/8	2/4	2	1	1/16		1/16	1	2647					
205	205	1/4	1/4	2/4	2	1	1/8		1/8	1	2648					
205	205	3/8	3/8	2/4	2	1	1/8		1/8	1	2649					
205	205	0	0	2/4	3	1	3/8		1/4	3/2	2650					
205	205	3/8	3/8	2/4	3	1	1/8		1/8	1	2651					
205	205	0	0	2/4	4	1	1/8		1/8	1	2652					
205	205	1/8	1/8	2/4	4	1	1/8		1/8	1	2653					
205	205	5/16	5/16	2/4	4	1	1/16		1/16	1	2654		articStaccatoBelow			
205	205	3/8	3/8	2/4	4	1	1/16		1/16	1	2655		articStaccatoBelow			
205	205	7/16	7/16	2/4	4	1	1/16		1/16	1	2656		articStaccatoBelow			
206	206	0	0	2/4	1	1	1/8		1/8	1	2657					
206	206	1/8	1/8	2/4	1	1	1/8		1/8	1	2658					
206	206	1/4	1/4	2/4	1	1	0					sf				
206	206	1/4	1/4	2/4	1	1	1/4		1/4	1	2659					
206	206	0	0	2/4	2	1	1/8		1/8	1	2660					
206	206	1/8	1/8	2/4	2	1	1/8		1/8	1	2661					
206	206	1/4	1/4	2/4	2	1	0					sf				
206	206	1/4	1/4	2/4	2	1	1/4		1/4	1	2662					
206	206	0	0	2/4	3	1	1/4		1/4	1	2663					
206	206	1/4	1/4	2/4	3	1	0					sf				
206	206	1/4	1/4	2/4	3	1	1/4		1/4	1	2664					
206	206	0	0	2/4	4	1	1/8		1/8	1	2665		articStaccatoAbove			
206	206	1/8	1/8	2/4	4	1	1/8		1/8	1	2666		articStaccatoAbove			
206	206	1/4	1/4	2/4	4	1	0					sf				
206	206	1/4	1/4	2/4	4	1	1/4		1/4	1	2667					
207	207	0	0	2/4	1	1	3/32		1/16	3/2	2668					
207	207	3/32	3/32	2/4	1	1	1/32		1/32	1	2669					
207	207	1/8	1/8	2/4	1	1	3/32		1/16	3/2	2670					
207	207	7/32	7/32	2/4	1	1	1/32		1/32	1	2671					
207	207	1/4	1/4	2/4	1	1	1/8		1/8	1	2672		articStaccatoAbove			
207	207	3/8	3/8	2/4	1	1	0	grace8after	1/8	1	2673					
207	207	3/8	3/8	2/4	1	1	0	grace8after	1/8	1	2674					
207	207	3/8	3/8	2/4	1	1	1/8		1/8	1	2675		ornamentTrill			
207	207	0	0	2/4	2	1	1/8		1/8	1	2676					
207	207	1/8	1/8	2/4	2	1	3/32		1/16	3/2	2677					
207	207	7/32	7/32	2/4	2	1	1/32		1/32	1	2678					
207	207	1/4	1/4	2/4	2	1	1/8		1/8	1	2679					
207	207	3/8	3/8	2/4	2	1	1/8		1/8	1	2680					
207	207	0	0	2/4	3	1	1/8		1/8	1	2681					
207	207	1/8	1/8	2/4	3	1	3/32		1/16	3/2	2682					
207	207	7/32	7/32	2/4	3	1	1/32		1/32	1	2683					
207	207	1/4	1/4	2/4	3	1	1/8		1/8	1	2684					
207	207	3/8	3/8	2/4	3	1	1/8		1/8	1	2685					
207	207	0	0	2/4	4	1	1/8		1/8	1	2686					
207	207	1/8	1/8	2/4	4	1	3/32		1/16	3/2	2687					
207	207	7/32	7/32	2/4	4	1	1/32		1/32	1	2688					
207	207	1/4	1/4	2/4	4	1	1/8		1/8	1	2689					
207	207	3/8	3/8	2/4	4	1	1/8		1/8	1	2690					
208	208	0	0	2/4	1	1	1/8		1/8	1	2691					
208	208	3/8	3/8	2/4	1	1	1/8		1/8	1	2692					
208	208	0	0	2/4	2	1	1/8		1/8	1	2693					
208	208	7/32	7/32	2/4	2	1	1/32		1/32	1	2694					
208	208	1/4	1/4	2/4	2	1	1/8		1/8	1	2695					
208	208	3/8	3/8	2/4	2	1	1/8		1/8	1	2696					
208	208	0	0	2/4	3	1	1/8		1/8	1	2697					
208	208	1/4	1/4	2/4	3	1	1/8		1/8	1	2698					
208	208	3/8	3/8	2/4	3	1	1/8		1/8	1	2699					
208	208	0	0	2/4	4	1	1/4		1/4	1	2700					
208	208	5/16	5/16	2/4	4	1	1/16		1/16	1	2701		articStaccatoBelow			
208	208	3/8	3/8	2/4	4	1	1/16		1/16	1	2702		articStaccatoBelow			
208	208	7/16	7/16	2/4	4	1	1/16		1/16	1	2703		articStaccatoBelow			
209	209	0	0	2/4	1	1	1/16		1/16	1	2704					
209	209	1/16	1/16	2/4	1	1	1/16		1/16	1	2705					
209	209	1/8	1/8	2/4	1	1	1/16		1/16	1	2706					
209	209	3/16	3/16	2/4	1	1	1/16		1/16	1	2707					
209	209	1/4	1/4	2/4	1	1	1/8		1/8	1	2708		articStaccatoAbove			
209	209	3/8	3/8	2/4	1	1	1/8		1/8	1	2709					
209	209	0	0	2/4	2	1	1/8		1/8	1	2710					
209	209	1/8	1/8	2/4	2	1	1/16		1/16	1	2711					
209	209	7/32	7/32	2/4	2	1	1/32		1/32	1	2712					
209	209	1/4	1/4	2/4	2	1	1/8		1/8	1	2713					
209	209	3/8	3/8	2/4	2	1	1/8		1/8	1	2714					
209	209	0	0	2/4	3	1	1/8		1/8	1	2715					
209	209	1/8	1/8	2/4	3	1	1/16		1/16	1	2716					
209	209	1/4	1/4	2/4	3	1	1/8		1/8	1	2717					
209	209	3/8	3/8	2/4	3	1	1/8		1/8	1	2718					
209	209	0	0	2/4	4	1	1/8		1/8	1	2719					
209	209	1/8	1/8	2/4	4	1	1/8		1/8	1	2720					
209	209	5/16	5/16	2/4	4	1	1/16		1/16	1	2721		articStaccatoBelow			
209	209	3/8	3/8	2/4	4	1	1/16		1/16	1	2722		articStaccatoBelow			
209	209	7/16	7/16	2/4	4	1	1/16		1/16	1	2723		articStaccatoBelow			
210	210	0	0	2/4	1	1	1/16		1/16	1	2724					
210	210	1/16	1/16	2/4	1	1	1/16		1/16	1	2725					
210	210	1/8	1/8	2/4	1	1	1/16		1/16	1	2726					
210	210	3/16	3/16	2/4	1	1	1/16		1/16	1	2727					
210	210	1/4	1/4	2/4	1	1	0									
210	210	1/4	1/4	2/4	1	1	1/8		1/8	1	2728		articStaccatoAbove			
210	210	3/8	3/8	2/4	1	1	1/8		1/8	1	2729					
210	210	0	0	2/4	2	1	1/8		1/8	1	2730					
210	210	1/8	1/8	2/4	2	1	1/16		1/16	1	2731					
210	210	7/32	7/32	2/4	2	1	1/32		1/32	1	2732					
210	210	1/4	1/4	2/4	2	1	0									
210	210	1/4	1/4	2/4	2	1	1/8		1/8	1	2733					
210	210	3/8	3/8	2/4	2	1	1/8		1/8	1	2734					
210	210	0	0	2/4	3	1	1/8		1/8	1	2735					
210	210	1/8	1/8	2/4	3	1	1/16		1/16	1	2736					
210	210	1/4	1/4	2/4	3	1	0									
210	210	1/4	1/4	2/4	3	1	1/8		1/8	1	2737					
210	210	3/8	3/8	2/4	3	1	1/8		1/8	1	2738					
210	210	0	0	2/4	4	1	1/8		1/8	1	2739					
210	210	1/8	1/8	2/4	4	1	1/8		1/8	1	2740					
210	210	1/4	1/4	2/4	4	1	0									
210	210	5/16	5/16	2/4	4	1	1/16		1/16	1	2741		articStaccatoBelow			
210	210	3/8	3/8	2/4	4	1	1/16		1/16	1	2742		articStaccatoBelow			
210	210	7/16	7/16	2/4	4	1	1/16		1/16	1	2743		articStaccatoBelow			
211	211	0	0	2/4	1	1	1/16		1/16	1	2744					
211	211	1/16	1/16	2/4	1	1	1/16		1/16	1	2745					
211	211	1/8	1/8	2/4	1	1	1/16		1/16	1	2746					
211	211	3/16	3/16	2/4	1	1	1/16		1/16	1	2747					
211	211	1/4	1/4	2/4	1	1	0					sf				
211	211	1/4	1/4	2/4	1	1	1/4		1/4	1	2748					
211	211	0	0	2/4	2	1	1/8		1/8	1	2749					
211	211	1/8	1/8	2/4	2	1	1/16		1/16	1	2750					
211	211	1/4	1/4	2/4	2	1	0					sf				
211	211	1/4	1/4	2/4	2	1	1/4		1/4	1	2751					
211	211	0	0	2/4	3	1	1/8		1/8	1	2752					
211	211	1/8	1/8	2/4	3	1	1/16		1/16	1	2753					
211	211	1/4	1/4	2/4	3	1	0					sf				
211	211	1/4	1/4	2/4	3	1	1/4		1/4	1	2754					
211	211	0	0	2/4	4	1	1/8		1/8	1	2755					
211	211	1/8	1/8	2/4	4	1	1/8		1/8	1	2756					
211	211	1/4	1/4	2/4	4	1	0					sf				
211	211	1/4	1/4	2/4	4	1	1/4		1/4	1	2757					
212	212	0	0	2/4	1	1	1/16		1/16	1	2758					
212	212	1/16	1/16	2/4	1	1	1/16		1/16	1	2759					
212	212	1/8	1/8	2/4	1	1	1/32		1/32	1	2760					
212	212	5/32	5/32	2/4	1	1	1/32		1/32	1	2761					
212	212	3/16	3/16	2/4	1	1	1/32		1/32	1	2762					
212	212	7/32	7/32	2/4	1	1	1/32		1/32	1	2763					
212	212	1/4	1/4	2/4	1	1	1/8		1/8	1	2764		articStaccatoAbove			
212	212	3/8	3/8	2/4	1	1	0	grace8after	1/8	1	2765					
212	212	3/8	3/8	2/4	1	1	0	grace8after	1/8	1	2766					
212	212	3/8	3/8	2/4	1	1	1/8		1/8	1	2767		ornamentTrill			
212	212	0	0	2/4	2	1	1/16		1/16	1	2768					
212	212	1/16	1/16	2/4	2	1	1/16		1/16	1	2769					
212	212	1/8	1/8	2/4	2	1	1/16		1/16	1	2770					
212	212	3/16	3/16	2/4	2	1	1/16		1/16	1	2771					
212	212	1/4	1/4	2/4	2	1	1/8		1/8	1	2772					
212	212	3/8	3/8	2/4	2	1	1/8		1/8	1	2773					
212	212	0	0	2/4	3	1	1/16		1/16	1	2774					
212	212	1/16	1/16	2/4	3	1	1/16		1/16	1	2775					
212	212	1/8	1/8	2/4	3	1	1/16		1/16	1	2776					
212	212	3/16	3/16	2/4	3	1	1/16		1/16	1	2777					
212	212	1/4	1/4	2/4	3	1	1/8		1/8	1	2778					
212	212	3/8	3/8	2/4	3	1	1/8		1/8	1	2779					
212	212	0	0	2/4	4	1	1/16		1/16	1	2780					
212	212	1/16	1/16	2/4	4	1	1/16		1/16	1	2781					
212	212	1/8	1/8	2/4	4	1	1/16		1/16	1	2782					
212	212	3/16	3/16	2/4	4	1	1/16		1/16	1	2783					
212	212	1/4	1/4	2/4	4	1	1/8		1/8	1	2784					
212	212	3/8	3/8	2/4	4	1	1/8		1/8	1	2785					
213	213	0	0	2/4	1	1	1/8		1/8	1	2786					
213	213	1/4	1/4	2/4	1	1	1/24		1/16	2/3	2787		articStaccatoAbove			
213	213	7/24	7/24	2/4	1	1	1/24		1/16	2/3	2788		articStaccatoAbove			
213	213	1/3	1/3	2/4	1	1	1/24		1/16	2/3	2789		articStaccatoAbove			
213	213	3/8	3/8	2/4	1	1	1/24		1/16	2/3	2790		articStaccatoAbove			
213	213	5/12	5/12	2/4	1	1	1/24		1/16	2/3	2791		articStaccatoAbove			
213	213	11/24	11/24	2/4	1	1	1/24		1/16	2/3	2792		articStaccatoAbove			
213	213	0	0	2/4	2	1	0					p				
213	213	0	0	2/4	2	1	1/16		1/16	1	2793		articStaccatoBelow			
213	213	1/16	1/16	2/4	2	1	1/16		1/16	1	2794					
213	213	1/8	1/8	2/4	2	1	1/16		1/16	1	2795					
213	213	3/16	3/16	2/4	2	1	1/16		1/16	1	2796					
213	213	5/16	5/16	2/4	2	1	1/16		1/16	1	2797					
213	213	3/8	3/8	2/4	2	1	1/16		1/16	1	2798					
213	213	7/16	7/16	2/4	2	1	1/16		1/16	1	2799					
213	213	0	0	2/4	3	1	0					p				
213	213	0	0	2/4	3	1	1/8		1/8	1	2800					
213	213	1/4	1/4	2/4	3	1	1/8		1/8	1	2801					
213	213	0	0	2/4	4	1	0					p				
213	213	0	0	2/4	4	1	1/4		1/4	1	2802					
214	214	0	0	2/4	1	1	3/32		1/16	3/2	2803					
214	214	3/32	3/32	2/4	1	1	1/32		1/32	1	2804					
214	214	1/8	1/8	2/4	1	1	1/8		1/8	1	2805					
214	214	1/4	1/4	2/4	1	1	3/32		1/16	3/2	2806					
214	214	11/32	11/32	2/4	1	1	1/32		1/32	1	2807					
214	214	3/8	3/8	2/4	1	1	1/8		1/8	1	2808					
214	214	1/16	1/16	2/4	2	1	1/16		1/16	1	2809					
214	214	1/8	1/8	2/4	2	1	1/16		1/16	1	2810					
214	214	3/16	3/16	2/4	2	1	1/16		1/16	1	2811					
214	214	5/16	5/16	2/4	2	1	1/16		1/16	1	2812					
214	214	3/8	3/8	2/4	2	1	1/16		1/16	1	2813					
214	214	7/16	7/16	2/4	2	1	1/16		1/16	1	2814					
