mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm
71	71	7/16	7/16	2/4	1	1	1/16		1/16	1	977					
71	71	0	0	2/4	2	1	0									
71	71	0	0	2/4	2	1	1/8		1/8	1	978					
71	71	1/8	1/8	2/4	2	1	1/4		1/4	1	979					
71	71	3/8	3/8	2/4	2	1	1/8		1/8	1	980					
71	71	0	0	2/4	3	1	0									
71	71	0	0	2/4	3	1	1/8		1/8	1	981					
71	71	1/8	1/8	2/4	3	1	1/4		1/4	1	982					
71	71	3/8	3/8	2/4	3	1	1/8		1/8	1	983					
71	71	0	0	2/4	4	1	0									
71	71	0	0	2/4	4	1	1/8		1/8	1	984		articStaccatoBelow			
71	71	1/8	1/8	2/4	4	1	1/8		1/8	1	985		articStaccatoBelow			
71	71	1/4	1/4	2/4	4	1	1/8		1/8	1	986		articStaccatoBelow			
71	71	3/8	3/8	2/4	4	1	1/8		1/8	1	987		articStaccatoBelow			
72	72	0	0	2/4	1	1	1/16		1/16	1	988					
72	72	1/16	1/16	2/4	1	1	1/16		1/16	1	989					
72	72	1/8	1/8	2/4	1	1	1/16		1/16	1	990					
72	72	3/16	3/16	2/4	1	1	1/16		1/16	1	991					
72	72	1/4	1/4	2/4	1	1	1/16		1/16	1	992					
72	72	5/16	5/16	2/4	1	1	1/16		1/16	1	993					
72	72	3/8	3/8	2/4	1	1	1/16		1/16	1	994					
72	72	7/16	7/16	2/4	1	1	1/16		1/16	1	995					
72	72	0	0	2/4	2	1	1/8		1/8	1	996					
72	72	1/8	1/8	2/4	2	1	1/4		1/4	1	997					
72	72	3/8	3/8	2/4	2	1	1/8		1/8	1	998					
72	72	0	0	2/4	3	1	1/8		1/8	1	999					
72	72	1/8	1/8	2/4	3	1	1/8		1/8	1	1000		articStaccatoBelow			
72	72	1/4	1/4	2/4	3	1	1/8		1/8	1	1001		articStaccatoBelow			
72	72	3/8	3/8	2/4	3	1	1/8		1/8	1	1002					
72	72	0	0	2/4	4	1	1/8		1/8	1	1003		articStaccatoBelow			
72	72	1/8	1/8	2/4	4	1	1/8		1/8	1	1004		articStaccatoBelow			
72	72	1/4	1/4	2/4	4	1	1/8		1/8	1	1005		articStaccatoBelow			
72	72	3/8	3/8	2/4	4	1	1/8		1/8	1	1006		articStaccatoBelow			
73	73	0	0	2/4	1	1	1/16		1/16	1	1007					
73	73	1/16	1/16	2/4	1	1	1/8		1/8	1	1008		articStaccatoAbove			
73	73	3/16	3/16	2/4	1	1	1/8		1/8	1	1009		articStaccatoAbove			
73	73	5/16	5/16	2/4	1	1	1/8		1/8	1	1010		articStaccatoAbove			
73	73	7/16	7/16	2/4	1	1	1/16		1/16	1	1011					
73	73	0	0	2/4	2	1	1/8		1/8	1	1012					
73	73	1/8	1/8	2/4	2	1	1/4		1/4	1	1013					
73	73	3/8	3/8	2/4	2	1	1/8		1/8	1	1014					
73	73	0	0	2/4	3	1	1/8		1/8	1	1015					
73	73	1/8	1/8	2/4	3	1	1/4		1/4	1	1016					
73	73	3/8	3/8	2/4	3	1	1/8		1/8	1	1017					
73	73	0	0	2/4	4	1	1/8		1/8	1	1018		articStaccatoBelow			
73	73	1/8	1/8	2/4	4	1	1/8		1/8	1	1019		articStaccatoBelow			
73	73	1/4	1/4	2/4	4	1	1/8		1/8	1	1020		articStaccatoBelow			
73	73	3/8	3/8	2/4	4	1	1/8		1/8	1	1021		articStaccatoBelow			
74	74	0	0	2/4	1	1	1/16		1/16	1	1022					
74	74	1/16	1/16	2/4	1	1	1/8		1/8	1	1023					
74	74	3/16	3/16	2/4	1	1	1/16		1/16	1	1024					
74	74	1/4	1/4	2/4	1	1	1/16		1/16	1	1025					
74	74	5/16	5/16	2/4	1	1	1/8		1/8	1	1026					
74	74	7/16	7/16	2/4	1	1	1/16		1/16	1	1027					
74	74	0	0	2/4	2	1	1/8		1/8	1	1028					
74	74	1/8	1/8	2/4	2	1	1/4		1/4	1	1029					
74	74	3/8	3/8	2/4	2	1	1/8		1/8	1	1030					
74	74	0	0	2/4	3	1	1/8		1/8	1	1031					
74	74	1/8	1/8	2/4	3	1	1/4		1/4	1	1032					
74	74	3/8	3/8	2/4	3	1	1/8		1/8	1	1033					
74	74	0	0	2/4	4	1	1/8		1/8	1	1034		articStaccatoBelow			
74	74	1/8	1/8	2/4	4	1	1/8		1/8	1	1035		articStaccatoBelow			
74	74	1/4	1/4	2/4	4	1	1/8		1/8	1	1036		articStaccatoBelow			
74	74	3/8	3/8	2/4	4	1	1/8		1/8	1	1037		articStaccatoBelow			
75	75	0	0	2/4	1	1	0					sf				
75	75	0	0	2/4	1	1	1/8		1/8	1	1038					
75	75	1/8	1/8	2/4	1	1	1/24		1/16	2/3	1039					
75	75	1/6	1/6	2/4	1	1	1/24		1/16	2/3	1040					
75	75	5/24	5/24	2/4	1	1	1/24		1/16	2/3	1041					
75	75	1/4	1/4	2/4	1	1	1/24		1/16	2/3	1042					
75	75	7/24	7/24	2/4	1	1	1/24		1/16	2/3	1043					
75	75	1/3	1/3	2/4	1	1	1/24		1/16	2/3	1044					
75	75	3/8	3/8	2/4	1	1	1/24		1/16	2/3	1045					
75	75	5/12	5/12	2/4	1	1	1/24		1/16	2/3	1046					
75	75	11/24	11/24	2/4	1	1	1/24		1/16	2/3	1047					
75	75	0	0	2/4	2	1	1/8		1/8	1	1048					
75	75	1/8	1/8	2/4	2	1	0					sf				
75	75	1/8	1/8	2/4	2	1	1/8		1/8	1	1049					
75	75	1/4	1/4	2/4	2	1	1/8		1/8	1	1050					
75	75	3/8	3/8	2/4	2	1	1/8		1/8	1	1051					
75	75	0	0	2/4	3	1	1/8		1/8	1	1052					
75	75	1/8	1/8	2/4	3	1	0					sf				
75	75	1/8	1/8	2/4	3	1	1/8		1/8	1	1053					
75	75	1/4	1/4	2/4	3	1	1/8		1/8	1	1054					
75	75	3/8	3/8	2/4	3	1	1/8		1/8	1	1055					
75	75	0	0	2/4	4	1	1/2		1/2	1	1056					
76	76	0	0	2/4	1	1	1/24		1/16	2/3	1057					
76	76	1/24	1/24	2/4	1	1	1/24		1/16	2/3	1058					
76	76	1/12	1/12	2/4	1	1	1/24		1/16	2/3	1059					
76	76	1/8	1/8	2/4	1	1	1/24		1/16	2/3	1060					
76	76	1/6	1/6	2/4	1	1	1/24		1/16	2/3	1061					
76	76	5/24	5/24	2/4	1	1	1/24		1/16	2/3	1062					
76	76	1/4	1/4	2/4	1	1	1/24		1/16	2/3	1063					
76	76	7/24	7/24	2/4	1	1	1/24		1/16	2/3	1064					
76	76	1/3	1/3	2/4	1	1	1/24		1/16	2/3	1065					
76	76	3/8	3/8	2/4	1	1	1/24		1/16	2/3	1066					
76	76	5/12	5/12	2/4	1	1	1/24		1/16	2/3	1067					
76	76	11/24	11/24	2/4	1	1	1/24		1/16	2/3	1068					
76	76	0	0	2/4	2	1	1/8		1/8	1	1069		articStaccatoBelow			
76	76	1/8	1/8	2/4	2	1	0					sf				
76	76	1/8	1/8	2/4	2	1	1/8		1/8	1	1070					
76	76	1/4	1/4	2/4	2	1	1/8		1/8	1	1071					
76	76	3/8	3/8	2/4	2	1	1/8		1/8	1	1072					
76	76	0	0	2/4	3	1	1/8		1/8	1	1073		articStaccatoBelow			
76	76	1/8	1/8	2/4	3	1	0					sf				
76	76	1/8	1/8	2/4	3	1	1/8		1/8	1	1074					
76	76	1/4	1/4	2/4	3	1	1/8		1/8	1	1075					
76	76	3/8	3/8	2/4	3	1	1/8		1/8	1	1076					
76	76	0	0	2/4	4	1	1/8		1/8	1	1077					
76	76	1/8	1/8	2/4	4	1	0					sf				
76	76	1/8	1/8	2/4	4	1	0					sf				
76	76	1/8	1/8	2/4	4	1	1/8		1/8	1	1078					
76	76	1/4	1/4	2/4	4	1	1/8		1/8	1	1079					
76	76	3/8	3/8	2/4	4	1	1/8		1/8	1	1080					
77	77	0	0	2/4	1	1	0					p				
77	77	0	0	2/4	1	1	1/24		1/16	2/3	1081					
77	77	1/24	1/24	2/4	1	1	1/24		1/16	2/3	1082					
77	77	1/12	1/12	2/4	1	1	1/24		1/16	2/3	1083					
77	77	3/8	3/8	2/4	1	1	1/8		1/8	1	1084					
77	77	0	0	2/4	2	1	1/8		1/8	1	1085		articStaccatoBelow			
77	77	0	0	2/4	3	1	1/8		1/8	1	1086		articStaccatoBelow			
77	77	0	0	2/4	4	1	1/8		1/8	1	1087		articStaccatoBelow			
78	78	0	0	2/4	1	1	1/4		1/4	1	1088					
78	78	1/4	1/4	2/4	1	1	1/16		1/16	1	1089					
78	78	5/16	5/16	2/4	1	1	1/16		1/16	1	1090					
78	78	3/8	3/8	2/4	1	1	1/16		1/16	1	1091					
78	78	7/16	7/16	2/4	1	1	1/16		1/16	1	1092					
78	78	0	0	2/4	2	1	0					p				
78	78	1/8	1/8	2/4	2	1	1/4		1/4	1	1093					
78	78	3/8	3/8	2/4	2	1	1/8		1/8	1	1094		articStaccatoAbove			
78	78	0	0	2/4	3	1	0					p				
78	78	1/8	1/8	2/4	3	1	1/8		1/8	1	1095		articStaccatoAbove			
78	78	1/4	1/4	2/4	3	1	1/8		1/8	1	1096		articStaccatoAbove			
78	78	3/8	3/8	2/4	3	1	1/8		1/8	1	1097		articStaccatoAbove			
79	79	0	0	2/4	1	1	1/8		1/8	1	1098					
79	79	1/8	1/8	2/4	1	1	1/8		1/8	1	1099					
79	79	1/4	1/4	2/4	1	1	1/8		1/8	1	1100					
79	79	3/8	3/8	2/4	1	1	1/8		1/8	1	1101					
79	79	0	0	2/4	2	1	1/8		1/8	1	1102		articStaccatoAbove			
79	79	1/8	1/8	2/4	2	1	1/8		1/8	1	1103		articStaccatoAbove			
79	79	0	0	2/4	3	1	1/8		1/8	1	1104		articStaccatoAbove			
79	79	1/8	1/8	2/4	3	1	1/8		1/8	1	1105		articStaccatoAbove			
80	80	0	0	2/4	1	1	1/8		1/8	1	1106					
80	80	1/8	1/8	2/4	1	1	1/8		1/8	1	1107					
80	80	1/4	1/4	2/4	1	1	1/16		1/16	1	1108					
80	80	5/16	5/16	2/4	1	1	1/16		1/16	1	1109					
80	80	3/8	3/8	2/4	1	1	1/16		1/16	1	1110					
80	80	7/16	7/16	2/4	1	1	1/16		1/16	1	1111					
80	80	1/8	1/8	2/4	2	1	1/8		1/8	1	1112		articStaccatoBelow			
80	80	1/4	1/4	2/4	2	1	1/8		1/8	1	1113		articStaccatoBelow			
80	80	3/8	3/8	2/4	2	1	1/8		1/8	1	1114		articStaccatoBelow			
80	80	1/8	1/8	2/4	3	1	1/4		1/4	1	1115					
80	80	3/8	3/8	2/4	3	1	1/8		1/8	1	1116		articStaccatoBelow			
80	80	0	0	2/4	4	1	0					p				
80	80	1/8	1/8	2/4	4	1	1/8		1/8	1	1117		articStaccatoBelow			
80	80	1/4	1/4	2/4	4	1	1/8		1/8	1	1118		articStaccatoBelow			
80	80	3/8	3/8	2/4	4	1	1/8		1/8	1	1119		articStaccatoBelow			
81	81	0	0	2/4	1	1	1/4		1/4	1	1120					
81	81	0	0	2/4	2	1	1/4		1/4	1	1121					
81	81	0	0	2/4	3	1	1/4		1/4	1	1122					
81	81	0	0	2/4	4	1	1/4		1/4	1	1123					
82	82	0	0	2/4	1	1	0					p				
82	82	0	0	2/4	1	1	1/8		1/8	1	1124					
83	83	0	0	2/4	1	1	1/4		1/4	1	1125					
83	83	1/4	1/4	2/4	1	1	1/16		1/16	1	1126					
83	83	5/16	5/16	2/4	1	1	1/16		1/16	1	1127					
83	83	3/8	3/8	2/4	1	1	1/16		1/16	1	1128					
83	83	7/16	7/16	2/4	1	1	1/16		1/16	1	1129					
83	83	0	0	2/4	2	1	0					p				
83	83	1/8	1/8	2/4	2	1	1/4		1/4	1	1130					
83	83	3/8	3/8	2/4	2	1	1/8		1/8	1	1131		articStaccatoAbove			
83	83	0	0	2/4	3	1	0					p				
83	83	1/8	1/8	2/4	3	1	1/8		1/8	1	1132		articStaccatoAbove			
83	83	1/4	1/4	2/4	3	1	1/8		1/8	1	1133		articStaccatoAbove			
83	83	3/8	3/8	2/4	3	1	1/8		1/8	1	1134		articStaccatoAbove			
84	84	0	0	2/4	1	1	0					f				
84	84	0	0	2/4	1	1	1/4		1/4	1	1135					
84	84	1/4	1/4	2/4	1	1	1/8		1/8	1	1136					
84	84	3/8	3/8	2/4	1	1	1/8		1/8	1	1137					
84	84	0	0	2/4	2	1	0					f				
84	84	0	0	2/4	2	1	1/8		1/8	1	1138		articStaccatoAbove			
84	84	1/8	1/8	2/4	2	1	1/8		1/8	1	1139		articStaccatoAbove			
84	84	3/8	3/8	2/4	2	1	1/8		1/8	1	1140					
84	84	0	0	2/4	3	1	1/8		1/8	1	1141		articStaccatoAbove			
84	84	1/8	1/8	2/4	3	1	1/8		1/8	1	1142		articStaccatoAbove			
85	85	0	0	2/4	1	1	1/4		1/4	1	1143					
85	85	1/4	1/4	2/4	1	1	1/16		1/16	1	1144					
85	85	5/16	5/16	2/4	1	1	1/16		1/16	1	1145					
85	85	3/8	3/8	2/4	1	1	1/16		1/16	1	1146					
85	85	7/16	7/16	2/4	1	1	1/16		1/16	1	1147					
85	85	0	0	2/4	2	1	1/4		1/4	1	1148					
85	85	1/4	1/4	2/4	2	1	1/16		1/16	1	1149					
85	85	5/16	5/16	2/4	2	1	1/16		1/16	1	1150					
85	85	3/8	3/8	2/4	2	1	1/16		1/16	1	1151					
85	85	7/16	7/16	2/4	2	1	1/16		1/16	1	1152					
85	85	1/8	1/8	2/4	3	1	0					f				
85	85	1/8	1/8	2/4	3	1	1/4		1/4	1	1153					
85	85	3/8	3/8	2/4	3	1	1/8		1/8	1	1154		articStaccatoAbove			
85	85	1/8	1/8	2/4	4	1	0					f				
85	85	1/8	1/8	2/4	4	1	1/8		1/8	1	1155		articStaccatoAbove			
85	85	1/4	1/4	2/4	4	1	1/8		1/8	1	1156		articStaccatoAbove			
85	85	3/8	3/8	2/4	4	1	1/8		1/8	1	1157		articStaccatoAbove			
86	86	0	0	2/4	1	1	1/8		1/8	1	1158					
86	86	0	0	2/4	2	1	1/8		1/8	1	1159					
86	86	0	0	2/4	3	1	1/8		1/8	1	1160					
86	86	0	0	2/4	4	1	1/8		1/8	1	1161					
87	87	0	0	2/4	1	1	1/4		1/4	1	1162		articStaccatoBelow			
87	87	1/4	1/4	2/4	1	1	1/4		1/4	1	1163		articStaccatoBelow			
87	87	0	0	2/4	2	1	0					f				
87	87	0	0	2/4	2	1	1/4		1/4	1	1164		articStaccatoBelow			
87	87	1/4	1/4	2/4	2	1	1/4		1/4	1	1165		articStaccatoBelow			
87	87	0	0	2/4	3	1	0					f				
87	87	0	0	2/4	3	1	0					f				
87	87	0	0	2/4	3	1	1/4		1/4	1	1166		articStaccatoBelow			
87	87	1/4	1/4	2/4	3	1	1/4		1/4	1	1167		articStaccatoBelow			
87	87	0	0	2/4	4	1	0					f				
87	87	0	0	2/4	4	1	1/4		1/4	1	1168		articStaccatoBelow			
87	87	1/4	1/4	2/4	4	1	1/4		1/4	1	1169		articStaccatoBelow			
88	88	0	0	2/4	1	1	0					sf				
88	88	0	0	2/4	1	1	3/8		1/4	3/2	1170					
88	88	3/8	3/8	2/4	1	1	0					p				
88	88	3/8	3/8	2/4	1	1	1/16		1/16	1	1171					
88	88	7/16	7/16	2/4	1	1	1/16		1/16	1	1172					
88	88	0	0	2/4	2	1	0					sf				
88	88	0	0	2/4	2	1	3/8		1/4	3/2	1173					
88	88	0	0	2/4	3	1	0					sf				
88	88	0	0	2/4	3	1	3/8		1/4	3/2	1174					
88	88	3/8	3/8	2/4	3	1	0					p				
88	88	3/8	3/8	2/4	3	1	1/16		1/16	1	1175					
88	88	7/16	7/16	2/4	3	1	1/16		1/16	1	1176					
88	88	0	0	2/4	4	1	0					sf				
88	88	0	0	2/4	4	1	3/8		1/4	3/2	1177					
88	88	3/8	3/8	2/4	4	1	0					p				
88	88	3/8	3/8	2/4	4	1	1/8		1/8	1	1178					
89	89	0	0	2/4	1	1	1/16		1/16	1	1179					
89	89	1/16	1/16	2/4	1	1	1/16		1/16	1	1180					
89	89	1/8	1/8	2/4	1	1	1/16		1/16	1	1181					
89	89	3/16	3/16	2/4	1	1	1/16		1/16	1	1182					
89	89	1/4	1/4	2/4	1	1	1/16		1/16	1	1183					
89	89	5/16	5/16	2/4	1	1	1/16		1/16	1	1184					
89	89	3/8	3/8	2/4	1	1	1/16		1/16	1	1185					
89	89	7/16	7/16	2/4	1	1	1/16		1/16	1	1186					
89	89	0	0	2/4	2	1	0					pp				
89	89	1/8	1/8	2/4	2	1	0	acciaccatura	1/8	1	1187					
89	89	1/8	1/8	2/4	2	1	1/8		1/8	1	1188					
89	89	3/8	3/8	2/4	2	1	0	acciaccatura	1/8	1	1189					
89	89	3/8	3/8	2/4	2	1	1/8		1/8	1	1190					
89	89	0	0	2/4	3	1	1/16		1/16	1	1191					
89	89	1/16	1/16	2/4	3	1	1/16		1/16	1	1192					
89	89	1/8	1/8	2/4	3	1	1/16		1/16	1	1193					
89	89	3/16	3/16	2/4	3	1	1/16		1/16	1	1194					
89	89	1/4	1/4	2/4	3	1	1/16		1/16	1	1195					
89	89	5/16	5/16	2/4	3	1	1/16		1/16	1	1196					
89	89	3/8	3/8	2/4	3	1	1/16		1/16	1	1197					
89	89	7/16	7/16	2/4	3	1	1/16		1/16	1	1198					
89	89	0	0	2/4	4	1	1/8		1/8	1	1199		articStaccatoAbove			
89	89	1/8	1/8	2/4	4	1	1/8		1/8	1	1200		articStaccatoAbove			
89	89	1/4	1/4	2/4	4	1	1/8		1/8	1	1201		articStaccatoAbove			
89	89	3/8	3/8	2/4	4	1	1/8		1/8	1	1202		articStaccatoAbove			
90	90	0	0	2/4	1	1	1/8		1/8	1	1203					
90	90	1/8	1/8	2/4	2	1	0	acciaccatura	1/8	1	1204					
90	90	1/8	1/8	2/4	2	1	1/8		1/8	1	1205					
90	90	0	0	2/4	3	1	1/8		1/8	1	1206					
90	90	0	0	2/4	4	1	1/4		1/4	1	1207					
91	91	0	0	2/4	2	1	1/4		1/4	1	1208		articStaccatoBelow			
91	91	1/4	1/4	2/4	2	1	1/4		1/4	1	1209		articStaccatoBelow			
91	91	0	0	2/4	3	1	1/4		1/4	1	1210		articStaccatoBelow			
91	91	1/4	1/4	2/4	3	1	1/4		1/4	1	1211		articStaccatoBelow			
91	91	0	0	2/4	4	1	0					f				
91	91	0	0	2/4	4	1	0					f				
91	91	0	0	2/4	4	1	0					f				
91	91	0	0	2/4	4	1	1/4		1/4	1	1212		articStaccatoBelow			
91	91	1/4	1/4	2/4	4	1	1/4		1/4	1	1213		articStaccatoBelow			
92	92	3/8	3/8	2/4	1	1	1/16		1/16	1	1214					
92	92	7/16	7/16	2/4	1	1	1/16		1/16	1	1215					
92	92	0	0	2/4	2	1	0					sf				
92	92	0	0	2/4	2	1	0					p				
92	92	0	0	2/4	2	1	3/8		1/4	3/2	1216					
92	92	3/8	3/8	2/4	2	1	1/16		1/16	1	1217					
92	92	7/16	7/16	2/4	2	1	1/16		1/16	1	1218					
92	92	0	0	2/4	3	1	0					sf				
92	92	0	0	2/4	3	1	0					p				
92	92	0	0	2/4	3	1	3/8		1/4	3/2	1219					
92	92	3/8	3/8	2/4	3	1	1/8		1/8	1	1220					
92	92	0	0	2/4	4	1	0					sf				
92	92	0	0	2/4	4	1	0					p				
92	92	0	0	2/4	4	1	3/8		1/4	3/2	1221					
93	93	0	0	2/4	1	1	1/16		1/16	1	1222					
93	93	1/16	1/16	2/4	1	1	1/16		1/16	1	1223					
93	93	1/8	1/8	2/4	1	1	1/16		1/16	1	1224					
93	93	3/16	3/16	2/4	1	1	1/16		1/16	1	1225					
93	93	1/4	1/4	2/4	1	1	1/16		1/16	1	1226					
93	93	5/16	5/16	2/4	1	1	1/16		1/16	1	1227					
93	93	3/8	3/8	2/4	1	1	1/16		1/16	1	1228					
93	93	7/16	7/16	2/4	1	1	1/16		1/16	1	1229					
93	93	0	0	2/4	2	1	1/16		1/16	1	1230					
93	93	1/16	1/16	2/4	2	1	1/16		1/16	1	1231					
93	93	1/8	1/8	2/4	2	1	1/16		1/16	1	1232					
93	93	3/16	3/16	2/4	2	1	1/16		1/16	1	1233					
93	93	1/4	1/4	2/4	2	1	1/16		1/16	1	1234					
93	93	5/16	5/16	2/4	2	1	1/16		1/16	1	1235					
93	93	3/8	3/8	2/4	2	1	1/16		1/16	1	1236					
93	93	7/16	7/16	2/4	2	1	1/16		1/16	1	1237					
93	93	0	0	2/4	3	1	1/8		1/8	1	1238		articStaccatoAbove			
93	93	1/8	1/8	2/4	3	1	1/8		1/8	1	1239		articStaccatoAbove			
93	93	1/4	1/4	2/4	3	1	1/8		1/8	1	1240		articStaccatoBelow			
93	93	3/8	3/8	2/4	3	1	1/8		1/8	1	1241		articStaccatoBelow			
94	94	0	0	2/4	1	1	1/8		1/8	1	1242					
94	94	3/8	3/8	2/4	1	1	1/16		1/16	1	1243					
94	94	7/16	7/16	2/4	1	1	1/16		1/16	1	1244					
94	94	0	0	2/4	2	1	1/16		1/16	1	1245					
94	94	1/16	1/16	2/4	2	1	1/16		1/16	1	1246					
94	94	3/8	3/8	2/4	2	1	1/16		1/16	1	1247					
94	94	7/16	7/16	2/4	2	1	1/16		1/16	1	1248					
94	94	0	0	2/4	3	1	1/8		1/8	1	1249					
94	94	3/8	3/8	2/4	3	1	1/8		1/8	1	1250					
94	94	0	0	2/4	4	1	0					p				
94	94	1/8	1/8	2/4	4	1	1/8		1/8	1	1251					
94	94	1/4	1/4	2/4	4	1	1/8		1/8	1	1252					
95	95	0	0	2/4	1	1	1/16		1/16	1	1253					
95	95	1/16	1/16	2/4	1	1	1/16		1/16	1	1254					
95	95	1/8	1/8	2/4	1	1	1/16		1/16	1	1255					
95	95	3/16	3/16	2/4	1	1	1/16		1/16	1	1256					
95	95	1/4	1/4	2/4	1	1	1/16		1/16	1	1257					
95	95	5/16	5/16	2/4	1	1	1/16		1/16	1	1258					
95	95	3/8	3/8	2/4	1	1	1/16		1/16	1	1259					
95	95	7/16	7/16	2/4	1	1	1/16		1/16	1	1260					
95	95	0	0	2/4	2	1	1/16		1/16	1	1261					
95	95	1/16	1/16	2/4	2	1	1/16		1/16	1	1262					
95	95	1/8	1/8	2/4	2	1	1/16		1/16	1	1263					
95	95	3/16	3/16	2/4	2	1	1/16		1/16	1	1264					
95	95	1/4	1/4	2/4	2	1	1/16		1/16	1	1265					
95	95	5/16	5/16	2/4	2	1	1/16		1/16	1	1266					
95	95	3/8	3/8	2/4	2	1	1/16		1/16	1	1267					
95	95	7/16	7/16	2/4	2	1	1/16		1/16	1	1268					
95	95	0	0	2/4	3	1	1/8		1/8	1	1269		articStaccatoAbove			
95	95	1/8	1/8	2/4	3	1	1/8		1/8	1	1270		articStaccatoAbove			
95	95	1/4	1/4	2/4	3	1	1/8		1/8	1	1271		articStaccatoAbove			
95	95	3/8	3/8	2/4	3	1	1/8		1/8	1	1272		articStaccatoAbove			
96	96	0	0	2/4	1	1	1/8		1/8	1	1273					
96	96	0	0	2/4	2	1	1/16		1/16	1	1274					
96	96	1/16	1/16	2/4	2	1	1/16		1/16	1	1275					
96	96	0	0	2/4	3	1	1/4		1/4	1	1276					
96	96	3/8	3/8	2/4	3	1	1/16		1/16	1	1277					
96	96	7/16	7/16	2/4	3	1	1/16		1/16	1	1278					
96	96	0	0	2/4	4	1	0					p				
96	96	1/8	1/8	2/4	4	1	1/8		1/8	1	1279		articStaccatoBelow			
96	96	1/4	1/4	2/4	4	1	1/8		1/8	1	1280					
96	96	3/8	3/8	2/4	4	1	1/16		1/16	1	1281					
96	96	7/16	7/16	2/4	4	1	1/16		1/16	1	1282					
97	97	0	0	2/4	3	1	1/16		1/16	1	1283					
97	97	1/16	1/16	2/4	3	1	1/16		1/16	1	1284					
97	97	1/8	1/8	2/4	3	1	1/16		1/16	1	1285					
97	97	3/16	3/16	2/4	3	1	1/16		1/16	1	1286					
97	97	1/4	1/4	2/4	3	1	1/16		1/16	1	1287					
97	97	5/16	5/16	2/4	3	1	1/16		1/16	1	1288					
97	97	3/8	3/8	2/4	3	1	1/16		1/16	1	1289					
97	97	7/16	7/16	2/4	3	1	1/16		1/16	1	1290					
97	97	0	0	2/4	4	1	1/16		1/16	1	1291					
97	97	1/16	1/16	2/4	4	1	1/16		1/16	1	1292					
97	97	1/8	1/8	2/4	4	1	1/16		1/16	1	1293					
97	97	3/16	3/16	2/4	4	1	1/16		1/16	1	1294					
97	97	1/4	1/4	2/4	4	1	1/16		1/16	1	1295					
97	97	5/16	5/16	2/4	4	1	1/16		1/16	1	1296					
97	97	3/8	3/8	2/4	4	1	1/16		1/16	1	1297					
97	97	7/16	7/16	2/4	4	1	1/16		1/16	1	1298					
98	98	1/8	1/8	2/4	1	1	0					p				
98	98	1/8	1/8	2/4	1	1	1/8		1/8	1	1299		articStaccatoAbove			
98	98	1/4	1/4	2/4	1	1	1/8		1/8	1	1300		articStaccatoAbove			
98	98	3/8	3/8	2/4	2	1	0					p				
98	98	3/8	3/8	2/4	2	1	1/16		1/16	1	1301					
98	98	7/16	7/16	2/4	2	1	1/16		1/16	1	1302					
98	98	0	0	2/4	3	1	0					p				
98	98	0	0	2/4	3	1	1/4		1/4	1	1303					
98	98	3/8	3/8	2/4	3	1	1/16		1/16	1	1304					
98	98	7/16	7/16	2/4	3	1	1/16		1/16	1	1305					
98	98	0	0	2/4	4	1	0					p				
98	98	0	0	2/4	4	1	1/4		1/4	1	1306					
98	98	3/8	3/8	2/4	4	1	1/16		1/16	1	1307					
98	98	7/16	7/16	2/4	4	1	1/16		1/16	1	1308					
99	99	1/8	1/8	2/4	1	1	1/8		1/8	1	1309		articStaccatoAbove			
99	99	1/4	1/4	2/4	1	1	1/8		1/8	1	1310		articStaccatoAbove			
99	99	0	0	2/4	2	1	1/4		1/4	1	1311					
99	99	3/8	3/8	2/4	2	1	1/16		1/16	1	1312					
99	99	7/16	7/16	2/4	2	1	1/16		1/16	1	1313					
99	99	0	0	2/4	3	1	1/4		1/4	1	1314					
99	99	3/8	3/8	2/4	3	1	1/16		1/16	1	1315					
99	99	7/16	7/16	2/4	3	1	1/16		1/16	1	1316					
99	99	0	0	2/4	4	1	1/4		1/4	1	1317					
99	99	3/8	3/8	2/4	4	1	1/16		1/16	1	1318					
99	99	7/16	7/16	2/4	4	1	1/16		1/16	1	1319					
100	100	1/8	1/8	2/4	1	1	0									
100	100	1/8	1/8	2/4	1	1	1/16		1/16	1	1320					
100	100	3/16	3/16	2/4	1	1	1/16		1/16	1	1321					
100	100	3/8	3/8	2/4	1	1	1/16		1/16	1	1322					
100	100	7/16	7/16	2/4	1	1	1/16		1/16	1	1323					
100	100	0	0	2/4	2	1	1/8		1/8	1	1324		articStaccatoBelow			
100	100	1/8	1/8	2/4	2	1	0									
100	100	1/8	1/8	2/4	2	1	1/16		1/16	1	1325					
100	100	3/16	3/16	2/4	2	1	1/16		1/16	1	1326					
100	100	1/4	1/4	2/4	2	1	1/8		1/8	1	1327		articStaccatoBelow			
100	100	3/8	3/8	2/4	2	1	1/16		1/16	1	1328					
100	100	7/16	7/16	2/4	2	1	1/16		1/16	1	1329					
100	100	0	0	2/4	3	1	1/8		1/8	1	1330		articStaccatoBelow			
100	100	1/8	1/8	2/4	3	1	0									
100	100	1/8	1/8	2/4	3	1	1/16		1/16	1	1331					
100	100	3/16	3/16	2/4	3	1	1/16		1/16	1	1332					
100	100	1/4	1/4	2/4	3	1	1/8		1/8	1	1333		articStaccatoBelow			
100	100	3/8	3/8	2/4	3	1	1/16		1/16	1	1334					
100	100	7/16	7/16	2/4	3	1	1/16		1/16	1	1335					
