mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	Trill:trill
130	130	7/24	7/24	2/4	4	1	1/24		1/16	2/3	2550						
130	130	1/3	1/3	2/4	4	1	1/24		1/16	2/3	2551						
130	130	3/8	3/8	2/4	4	1	1/24		1/16	2/3	2552						
130	130	5/12	5/12	2/4	4	1	1/24		1/16	2/3	2553						
130	130	11/24	11/24	2/4	4	1	1/24		1/16	2/3	2554						
131	131	0	0	2/4	1	1	0					sf					
131	131	0	0	2/4	1	1	1/24		1/16	2/3	2555						
131	131	1/24	1/24	2/4	1	1	1/24		1/16	2/3	2556						
131	131	1/12	1/12	2/4	1	1	1/24		1/16	2/3	2557						
131	131	1/8	1/8	2/4	1	1	1/24		1/16	2/3	2558						
131	131	1/6	1/6	2/4	1	1	1/24		1/16	2/3	2559						
131	131	5/24	5/24	2/4	1	1	1/24		1/16	2/3	2560						
131	131	1/4	1/4	2/4	1	1	0					sf					
131	131	1/4	1/4	2/4	1	1	1/24		1/16	2/3	2561						
131	131	7/24	7/24	2/4	1	1	1/24		1/16	2/3	2562						
131	131	1/3	1/3	2/4	1	1	1/24		1/16	2/3	2563						
131	131	3/8	3/8	2/4	1	1	1/24		1/16	2/3	2564						
131	131	5/12	5/12	2/4	1	1	1/24		1/16	2/3	2565						
131	131	11/24	11/24	2/4	1	1	1/24		1/16	2/3	2566						
131	131	0	0	2/4	2	1	0					sf					
131	131	0	0	2/4	2	1	1/24		1/16	2/3	2567						
131	131	1/24	1/24	2/4	2	1	1/24		1/16	2/3	2568						
131	131	1/12	1/12	2/4	2	1	1/24		1/16	2/3	2569						
131	131	1/8	1/8	2/4	2	1	1/24		1/16	2/3	2570						
131	131	1/6	1/6	2/4	2	1	1/24		1/16	2/3	2571						
131	131	5/24	5/24	2/4	2	1	1/24		1/16	2/3	2572						
131	131	1/4	1/4	2/4	2	1	0					sf					
131	131	1/4	1/4	2/4	2	1	1/24		1/16	2/3	2573						
131	131	7/24	7/24	2/4	2	1	1/24		1/16	2/3	2574						
131	131	1/3	1/3	2/4	2	1	1/24		1/16	2/3	2575						
131	131	3/8	3/8	2/4	2	1	1/24		1/16	2/3	2576						
131	131	5/12	5/12	2/4	2	1	1/24		1/16	2/3	2577						
131	131	11/24	11/24	2/4	2	1	1/24		1/16	2/3	2578						
131	131	0	0	2/4	3	1	0					sf					
131	131	0	0	2/4	3	1	1/24		1/16	2/3	2579						
131	131	1/24	1/24	2/4	3	1	1/24		1/16	2/3	2580						
131	131	1/12	1/12	2/4	3	1	1/24		1/16	2/3	2581						
131	131	1/8	1/8	2/4	3	1	1/24		1/16	2/3	2582						
131	131	1/6	1/6	2/4	3	1	1/24		1/16	2/3	2583						
131	131	5/24	5/24	2/4	3	1	1/24		1/16	2/3	2584						
131	131	1/4	1/4	2/4	3	1	0					sf					
131	131	1/4	1/4	2/4	3	1	1/24		1/16	2/3	2585						
131	131	7/24	7/24	2/4	3	1	1/24		1/16	2/3	2586						
131	131	1/3	1/3	2/4	3	1	1/24		1/16	2/3	2587						
131	131	3/8	3/8	2/4	3	1	1/24		1/16	2/3	2588						
131	131	5/12	5/12	2/4	3	1	1/24		1/16	2/3	2589						
131	131	11/24	11/24	2/4	3	1	1/24		1/16	2/3	2590						
131	131	0	0	2/4	4	1	0					sf					
131	131	0	0	2/4	4	1	1/24		1/16	2/3	2591						
131	131	1/24	1/24	2/4	4	1	1/24		1/16	2/3	2592						
131	131	1/12	1/12	2/4	4	1	1/24		1/16	2/3	2593						
131	131	1/8	1/8	2/4	4	1	1/24		1/16	2/3	2594						
131	131	1/6	1/6	2/4	4	1	1/24		1/16	2/3	2595						
131	131	5/24	5/24	2/4	4	1	1/24		1/16	2/3	2596						
131	131	1/4	1/4	2/4	4	1	0					sf					
131	131	1/4	1/4	2/4	4	1	1/24		1/16	2/3	2597						
131	131	7/24	7/24	2/4	4	1	1/24		1/16	2/3	2598						
131	131	1/3	1/3	2/4	4	1	1/24		1/16	2/3	2599						
131	131	3/8	3/8	2/4	4	1	1/24		1/16	2/3	2600						
131	131	5/12	5/12	2/4	4	1	1/24		1/16	2/3	2601						
131	131	11/24	11/24	2/4	4	1	1/24		1/16	2/3	2602						
132	132	0	0	2/4	1	1	0					ff					
132	132	0	0	2/4	1	1	1/24		1/16	2/3	2603						
132	132	1/24	1/24	2/4	1	1	1/24		1/16	2/3	2604						
132	132	1/12	1/12	2/4	1	1	1/24		1/16	2/3	2605						
132	132	1/8	1/8	2/4	1	1	1/24		1/16	2/3	2606						
132	132	1/6	1/6	2/4	1	1	1/24		1/16	2/3	2607						
132	132	5/24	5/24	2/4	1	1	1/24		1/16	2/3	2608						
132	132	1/4	1/4	2/4	1	1	1/24		1/16	2/3	2609						
132	132	7/24	7/24	2/4	1	1	1/24		1/16	2/3	2610						
132	132	1/3	1/3	2/4	1	1	1/24		1/16	2/3	2611						
132	132	3/8	3/8	2/4	1	1	1/24		1/16	2/3	2612						
132	132	5/12	5/12	2/4	1	1	1/24		1/16	2/3	2613						
132	132	11/24	11/24	2/4	1	1	1/24		1/16	2/3	2614						
132	132	0	0	2/4	2	1	0					ff					
132	132	0	0	2/4	2	1	1/24		1/16	2/3	2615						
132	132	1/24	1/24	2/4	2	1	1/24		1/16	2/3	2616						
132	132	1/12	1/12	2/4	2	1	1/24		1/16	2/3	2617						
132	132	1/8	1/8	2/4	2	1	1/24		1/16	2/3	2618						
132	132	1/6	1/6	2/4	2	1	1/24		1/16	2/3	2619						
132	132	5/24	5/24	2/4	2	1	1/24		1/16	2/3	2620						
132	132	1/4	1/4	2/4	2	1	1/24		1/16	2/3	2621						
132	132	7/24	7/24	2/4	2	1	1/24		1/16	2/3	2622						
132	132	1/3	1/3	2/4	2	1	1/24		1/16	2/3	2623						
132	132	3/8	3/8	2/4	2	1	1/24		1/16	2/3	2624						
132	132	5/12	5/12	2/4	2	1	1/24		1/16	2/3	2625						
132	132	11/24	11/24	2/4	2	1	1/24		1/16	2/3	2626						
132	132	0	0	2/4	3	1	0					ff					
132	132	0	0	2/4	3	1	1/24		1/16	2/3	2627						
132	132	1/24	1/24	2/4	3	1	1/24		1/16	2/3	2628						
132	132	1/12	1/12	2/4	3	1	1/24		1/16	2/3	2629						
132	132	1/8	1/8	2/4	3	1	1/24		1/16	2/3	2630						
132	132	1/6	1/6	2/4	3	1	1/24		1/16	2/3	2631						
132	132	5/24	5/24	2/4	3	1	1/24		1/16	2/3	2632						
132	132	1/4	1/4	2/4	3	1	1/24		1/16	2/3	2633						
132	132	7/24	7/24	2/4	3	1	1/24		1/16	2/3	2634						
132	132	1/3	1/3	2/4	3	1	1/24		1/16	2/3	2635						
132	132	3/8	3/8	2/4	3	1	1/24		1/16	2/3	2636						
132	132	5/12	5/12	2/4	3	1	1/24		1/16	2/3	2637						
132	132	11/24	11/24	2/4	3	1	1/24		1/16	2/3	2638						
132	132	0	0	2/4	4	1	0					ff					
132	132	0	0	2/4	4	1	1/24		1/16	2/3	2639						
132	132	1/24	1/24	2/4	4	1	1/24		1/16	2/3	2640						
132	132	1/12	1/12	2/4	4	1	1/24		1/16	2/3	2641						
132	132	1/8	1/8	2/4	4	1	1/24		1/16	2/3	2642						
132	132	1/6	1/6	2/4	4	1	1/24		1/16	2/3	2643						
132	132	5/24	5/24	2/4	4	1	1/24		1/16	2/3	2644						
132	132	1/4	1/4	2/4	4	1	1/24		1/16	2/3	2645						
132	132	7/24	7/24	2/4	4	1	1/24		1/16	2/3	2646						
132	132	1/3	1/3	2/4	4	1	1/24		1/16	2/3	2647						
132	132	3/8	3/8	2/4	4	1	1/24		1/16	2/3	2648						
132	132	5/12	5/12	2/4	4	1	1/24		1/16	2/3	2649						
132	132	11/24	11/24	2/4	4	1	1/24		1/16	2/3	2650						
133	133	0	0	2/4	1	1	0					f					
133	133	0	0	2/4	1	1	1/8		1/8	1	2651						
133	133	0	0	2/4	2	1	0					f					
133	133	0	0	2/4	2	1	1/8		1/8	1	2652						
133	133	0	0	2/4	3	1	0					f					
133	133	0	0	2/4	3	1	1/8		1/8	1	2653						
133	133	0	0	2/4	4	1	0					f					
133	133	0	0	2/4	4	1	1/2		1/2	1	2654						
134	134	0	0	2/4	4	1	1/4		1/4	1	2655						
134	134	1/4	1/4	2/4	4	1	1/4		1/4	1	2656						
135	135	3/8	3/8	2/4	1	1	0					pp					
135	135	3/8	3/8	2/4	1	1	1/8		1/8	1	2657						
135	135	0	0	2/4	2	1	0					pp					
135	135	0	0	2/4	2	1	1/16		1/16	1	2658						
135	135	1/16	1/16	2/4	2	1	1/8		1/8	1	2659						
135	135	3/16	3/16	2/4	2	1	1/8		1/8	1	2660						
135	135	5/16	5/16	2/4	2	1	1/8		1/8	1	2661						
135	135	7/16	7/16	2/4	2	1	1/16		1/16	1	2662						
135	135	0	0	2/4	3	1	1/16		1/16	1	2663						
135	135	1/16	1/16	2/4	3	1	0					pp					
135	135	1/16	1/16	2/4	3	1	1/8		1/8	1	2664						
135	135	3/16	3/16	2/4	3	1	1/8		1/8	1	2665						
135	135	5/16	5/16	2/4	3	1	1/8		1/8	1	2666						
135	135	7/16	7/16	2/4	3	1	1/16		1/16	1	2667						
135	135	0	0	2/4	4	1	0					pp					
135	135	0	0	2/4	4	1	1/8		1/8	1	2668						
135	135	1/8	1/8	2/4	4	1	1/8		1/8	1	2669						
135	135	1/4	1/4	2/4	4	1	1/8		1/8	1	2670						
135	135	3/8	3/8	2/4	4	1	1/8		1/8	1	2671						
136	136	0	0	2/4	1	1	1/8		1/8	1	2672						
136	136	3/8	3/8	2/4	1	1	1/8		1/8	1	2673						
136	136	0	0	2/4	2	1	1/16		1/16	1	2674						
136	136	1/16	1/16	2/4	2	1	1/8		1/8	1	2675						
136	136	3/16	3/16	2/4	2	1	1/8		1/8	1	2676						
136	136	5/16	5/16	2/4	2	1	1/8		1/8	1	2677						
136	136	7/16	7/16	2/4	2	1	1/16		1/16	1	2678						
136	136	0	0	2/4	3	1	1/16		1/16	1	2679						
136	136	1/16	1/16	2/4	3	1	1/8		1/8	1	2680						
136	136	3/16	3/16	2/4	3	1	1/8		1/8	1	2681						
136	136	5/16	5/16	2/4	3	1	1/8		1/8	1	2682						
136	136	7/16	7/16	2/4	3	1	1/16		1/16	1	2683						
136	136	0	0	2/4	4	1	1/8		1/8	1	2684						
136	136	1/8	1/8	2/4	4	1	1/8		1/8	1	2685						
136	136	1/4	1/4	2/4	4	1	1/8		1/8	1	2686						
136	136	3/8	3/8	2/4	4	1	1/8		1/8	1	2687						
137	137	0	0	2/4	1	1	1/8		1/8	1	2688						
137	137	3/8	3/8	2/4	1	1	1/8		1/8	1	2689						
137	137	0	0	2/4	2	1	1/16		1/16	1	2690						
137	137	1/16	1/16	2/4	2	1	1/8		1/8	1	2691						
137	137	3/16	3/16	2/4	2	1	1/16		1/16	1	2692						
137	137	1/4	1/4	2/4	2	1	1/16		1/16	1	2693						
137	137	5/16	5/16	2/4	2	1	1/8		1/8	1	2694						
137	137	7/16	7/16	2/4	2	1	1/16		1/16	1	2695						
137	137	0	0	2/4	3	1	1/16		1/16	1	2696						
137	137	1/16	1/16	2/4	3	1	1/8		1/8	1	2697						
137	137	3/16	3/16	2/4	3	1	1/16		1/16	1	2698						
137	137	1/4	1/4	2/4	3	1	1/16		1/16	1	2699						
137	137	5/16	5/16	2/4	3	1	1/8		1/8	1	2700						
137	137	7/16	7/16	2/4	3	1	1/16		1/16	1	2701						
137	137	0	0	2/4	4	1	1/8		1/8	1	2702						
137	137	1/8	1/8	2/4	4	1	1/8		1/8	1	2703						
137	137	1/4	1/4	2/4	4	1	1/8		1/8	1	2704						
137	137	3/8	3/8	2/4	4	1	1/8		1/8	1	2705						
138	138	0	0	2/4	1	1	1/8		1/8	1	2706						
138	138	3/8	3/8	2/4	1	1	1/8		1/8	1	2707						
138	138	0	0	2/4	2	1	1/16		1/16	1	2708						
138	138	1/16	1/16	2/4	2	1	1/8		1/8	1	2709						
138	138	3/16	3/16	2/4	2	1	1/16		1/16	1	2710						
138	138	1/4	1/4	2/4	2	1	1/16		1/16	1	2711						
138	138	5/16	5/16	2/4	2	1	1/8		1/8	1	2712						
138	138	7/16	7/16	2/4	2	1	1/16		1/16	1	2713						
138	138	0	0	2/4	3	1	1/16		1/16	1	2714						
138	138	1/16	1/16	2/4	3	1	1/8		1/8	1	2715						
138	138	3/16	3/16	2/4	3	1	1/16		1/16	1	2716						
138	138	1/4	1/4	2/4	3	1	1/16		1/16	1	2717						
138	138	5/16	5/16	2/4	3	1	1/8		1/8	1	2718						
138	138	7/16	7/16	2/4	3	1	1/16		1/16	1	2719						
138	138	0	0	2/4	4	1	1/8		1/8	1	2720						
138	138	1/8	1/8	2/4	4	1	1/8		1/8	1	2721						
138	138	1/4	1/4	2/4	4	1	1/8		1/8	1	2722						
138	138	3/8	3/8	2/4	4	1	1/8		1/8	1	2723						
139	139	0	0	2/4	1	1	1/8		1/8	1	2724						
139	139	0	0	2/4	2	1	0					pp					
139	139	0	0	2/4	2	1	1/8		1/8	1	2725						
139	139	1/8	1/8	2/4	2	1	1/8		1/8	1	2726						
139	139	1/4	1/4	2/4	2	1	1/8		1/8	1	2727						
139	139	3/8	3/8	2/4	2	1	1/8		1/8	1	2728						
139	139	0	0	2/4	3	1	0					pp					
139	139	0	0	2/4	3	1	1/8		1/8	1	2729						
139	139	1/8	1/8	2/4	3	1	1/8		1/8	1	2730						
139	139	1/4	1/4	2/4	3	1	1/8		1/8	1	2731						
139	139	3/8	3/8	2/4	3	1	1/8		1/8	1	2732						
139	139	0	0	2/4	4	1	0					pp					
139	139	0	0	2/4	4	1	1/16		1/16	1	2733						
139	139	1/16	1/16	2/4	4	1	1/16		1/16	1	2734						
139	139	1/8	1/8	2/4	4	1	1/16		1/16	1	2735						
139	139	3/16	3/16	2/4	4	1	1/16		1/16	1	2736						
139	139	1/4	1/4	2/4	4	1	1/16		1/16	1	2737						
139	139	5/16	5/16	2/4	4	1	1/16		1/16	1	2738						
139	139	3/8	3/8	2/4	4	1	1/16		1/16	1	2739						
139	139	7/16	7/16	2/4	4	1	1/16		1/16	1	2740						
140	140	0	0	2/4	1	1	3/16		1/8	3/2	2741						
140	140	3/16	3/16	2/4	1	1	1/32		1/32	1	2742						
140	140	7/32	7/32	2/4	1	1	1/32		1/32	1	2743						
140	140	1/4	1/4	2/4	1	1	1/16		1/16	1	2744						
140	140	5/16	5/16	2/4	1	1	1/16		1/16	1	2745						
140	140	3/8	3/8	2/4	1	1	1/16		1/16	1	2746						
140	140	7/16	7/16	2/4	1	1	1/16		1/16	1	2747						
140	140	0	0	2/4	2	1	3/8		1/4	3/2	2748						
140	140	3/8	3/8	2/4	2	1	1/8		1/8	1	2749						
140	140	0	0	2/4	3	1	3/8		1/4	3/2	2750						
140	140	3/8	3/8	2/4	3	1	1/8		1/8	1	2751						
140	140	0	0	2/4	4	1	1/16		1/16	1	2752						
140	140	1/16	1/16	2/4	4	1	1/16		1/16	1	2753						
140	140	1/8	1/8	2/4	4	1	1/16		1/16	1	2754						
140	140	3/16	3/16	2/4	4	1	1/16		1/16	1	2755						
140	140	1/4	1/4	2/4	4	1	1/16		1/16	1	2756						
140	140	5/16	5/16	2/4	4	1	1/16		1/16	1	2757						
140	140	3/8	3/8	2/4	4	1	1/16		1/16	1	2758						
140	140	7/16	7/16	2/4	4	1	1/16		1/16	1	2759						
141	141	0	0	2/4	1	1	1/8		1/8	1	2760						
141	141	0	0	2/4	2	1	1/8		1/8	1	2761						
141	141	1/8	1/8	2/4	2	1	1/32		1/32	1	2762						
141	141	5/32	5/32	2/4	2	1	1/32		1/32	1	2763						
141	141	3/16	3/16	2/4	2	1	1/32		1/32	1	2764						
141	141	7/32	7/32	2/4	2	1	1/32		1/32	1	2765						
141	141	1/4	1/4	2/4	2	1	1/8		1/8	1	2766						
141	141	3/8	3/8	2/4	2	1	1/8		1/8	1	2767						
141	141	0	0	2/4	3	1	1/8		1/8	1	2768						
141	141	1/8	1/8	2/4	3	1	1/32		1/32	1	2769						
141	141	5/32	5/32	2/4	3	1	1/32		1/32	1	2770						
141	141	3/16	3/16	2/4	3	1	1/32		1/32	1	2771						
141	141	7/32	7/32	2/4	3	1	1/32		1/32	1	2772						
141	141	1/4	1/4	2/4	3	1	1/8		1/8	1	2773						
141	141	3/8	3/8	2/4	3	1	1/8		1/8	1	2774						
141	141	0	0	2/4	4	1	1/16		1/16	1	2775						
141	141	1/16	1/16	2/4	4	1	1/16		1/16	1	2776						
141	141	1/8	1/8	2/4	4	1	1/16		1/16	1	2777						
141	141	3/16	3/16	2/4	4	1	1/16		1/16	1	2778						
141	141	1/4	1/4	2/4	4	1	1/16		1/16	1	2779						
141	141	5/16	5/16	2/4	4	1	1/16		1/16	1	2780						
141	141	3/8	3/8	2/4	4	1	1/16		1/16	1	2781						
141	141	7/16	7/16	2/4	4	1	1/16		1/16	1	2782						
142	142	0	0	2/4	1	1	1/16		1/16	1	2783						
142	142	1/16	1/16	2/4	1	1	1/32		1/32	1	2784						
142	142	3/32	3/32	2/4	1	1	1/32		1/32	1	2785						
142	142	1/8	1/8	2/4	1	1	1/32		1/32	1	2786						
142	142	5/32	5/32	2/4	1	1	1/32		1/32	1	2787						
142	142	3/16	3/16	2/4	1	1	1/32		1/32	1	2788						
142	142	7/32	7/32	2/4	1	1	1/32		1/32	1	2789						
142	142	1/4	1/4	2/4	1	1	1/16		1/16	1	2790						
142	142	5/16	5/16	2/4	1	1	1/16		1/16	1	2791						
142	142	3/8	3/8	2/4	1	1	1/16		1/16	1	2792						
142	142	7/16	7/16	2/4	1	1	1/16		1/16	1	2793						
142	142	0	0	2/4	2	1	3/8		1/4	3/2	2794						
142	142	3/8	3/8	2/4	2	1	1/8		1/8	1	2795						
142	142	0	0	2/4	3	1	3/8		1/4	3/2	2796						
142	142	3/8	3/8	2/4	3	1	1/8		1/8	1	2797						
142	142	0	0	2/4	4	1	1/16		1/16	1	2798						
142	142	1/16	1/16	2/4	4	1	1/16		1/16	1	2799						
142	142	1/8	1/8	2/4	4	1	1/16		1/16	1	2800						
142	142	3/16	3/16	2/4	4	1	1/16		1/16	1	2801						
142	142	1/4	1/4	2/4	4	1	1/16		1/16	1	2802						
142	142	5/16	5/16	2/4	4	1	1/16		1/16	1	2803						
142	142	3/8	3/8	2/4	4	1	1/16		1/16	1	2804						
142	142	7/16	7/16	2/4	4	1	1/16		1/16	1	2805						
143	143	0	0	2/4	1	1	1/8		1/8	1	2806						
143	143	1/8	1/8	2/4	1	1	1/8		1/8	1	2807						
143	143	1/4	1/4	2/4	1	1	1/8		1/8	1	2808						
143	143	3/8	3/8	2/4	1	1	1/8		1/8	1	2809						
143	143	0	0	2/4	2	1	1/8		1/8	1	2810						
143	143	1/8	1/8	2/4	2	1	1/8		1/8	1	2811						
143	143	1/4	1/4	2/4	2	1	1/8		1/8	1	2812						
143	143	3/8	3/8	2/4	2	1	1/8		1/8	1	2813						
143	143	0	0	2/4	3	1	1/8		1/8	1	2814						
143	143	7/16	7/16	2/4	3	1	1/16		1/16	1	2815						
143	143	0	0	2/4	4	1	1/8		1/8	1	2816						
143	143	7/16	7/16	2/4	4	1	1/16		1/16	1	2817						
144	144	1/8	1/8	2/4	1	1	1/8		1/8	1	2818						
144	144	1/4	1/4	2/4	1	1	1/8		1/8	1	2819						
144	144	3/8	3/8	2/4	1	1	1/8		1/8	1	2820						
144	144	1/8	1/8	2/4	2	1	1/8		1/8	1	2821						
144	144	1/4	1/4	2/4	2	1	1/8		1/8	1	2822						
144	144	3/8	3/8	2/4	2	1	1/8		1/8	1	2823						
144	144	0	0	2/4	3	1	1/8		1/8	1	2824						
144	144	1/8	1/8	2/4	3	1	1/8		1/8	1	2825						
144	144	7/16	7/16	2/4	3	1	1/16		1/16	1	2826						
144	144	0	0	2/4	4	1	1/8		1/8	1	2827						
144	144	1/8	1/8	2/4	4	1	1/8		1/8	1	2828						
144	144	7/16	7/16	2/4	4	1	1/16		1/16	1	2829						
145	145	1/8	1/8	2/4	1	1	1/8		1/8	1	2830						
145	145	1/4	1/4	2/4	1	1	1/8		1/8	1	2831						
145	145	3/8	3/8	2/4	1	1	1/8		1/8	1	2832						
145	145	1/8	1/8	2/4	2	1	1/8		1/8	1	2833						
145	145	1/4	1/4	2/4	2	1	1/8		1/8	1	2834						
145	145	3/8	3/8	2/4	2	1	1/8		1/8	1	2835						
145	145	0	0	2/4	3	1	1/8		1/8	1	2836						
145	145	1/8	1/8	2/4	3	1	1/8		1/8	1	2837						
145	145	7/16	7/16	2/4	3	1	1/16		1/16	1	2838						
145	145	0	0	2/4	4	1	1/8		1/8	1	2839						
145	145	1/8	1/8	2/4	4	1	1/8		1/8	1	2840						
145	145	7/16	7/16	2/4	4	1	1/16		1/16	1	2841						
146	146	1/8	1/8	2/4	1	1	0					p					
146	146	1/8	1/8	2/4	1	1	1/8		1/8	1	2842						
146	146	3/8	3/8	2/4	1	1	1/8		1/8	1	2843						
146	146	1/8	1/8	2/4	2	1	1/8		1/8	1	2844						
146	146	3/8	3/8	2/4	2	1	1/8		1/8	1	2845						
146	146	0	0	2/4	3	1	0					p					
146	146	0	0	2/4	3	1	1/8		1/8	1	2846						
146	146	1/4	1/4	2/4	3	1	1/8		1/8	1	2847						
146	146	0	0	2/4	4	1	0					p					
146	146	0	0	2/4	4	1	1/8		1/8	1	2848						
146	146	1/4	1/4	2/4	4	1	1/8		1/8	1	2849						
147	147	1/8	1/8	2/4	1	1	1/8		1/8	1	2850						
147	147	1/8	1/8	2/4	2	1	1/8		1/8	1	2851						
147	147	0	0	2/4	3	1	1/8		1/8	1	2852						
147	147	0	0	2/4	4	1	1/8		1/8	1	2853						
148	148	1/8	1/8	2/4	1	1	0							smor -			
148	148	1/8	1/8	2/4	1	1	1/8		1/8	1	2854						
148	148	1/8	1/8	2/4	2	1	0							smor -    			
148	148	1/8	1/8	2/4	2	1	1/8		1/8	1	2855						
148	148	1/8	1/8	2/4	3	1	0							smor -    			
148	148	1/8	1/8	2/4	3	1	1/8		1/8	1	2856						
148	148	0	0	2/4	4	1	0							smor -    			
148	148	0	0	2/4	4	1	1/8		1/8	1	2857						
149	149	1/8	1/8	2/4	1	1	0							zan -			
149	149	1/8	1/8	2/4	1	1	1/8		1/8	1	2858						
149	149	1/8	1/8	2/4	2	1	0							zan  -			
149	149	1/8	1/8	2/4	2	1	1/8		1/8	1	2859						
149	149	1/8	1/8	2/4	3	1	0							zan  -			
149	149	1/8	1/8	2/4	3	1	1/8		1/8	1	2860						
149	149	0	0	2/4	4	1	0							zan  -			
149	149	0	0	2/4	4	1	1/8		1/8	1	2861						
150	150	0	0	2/4	1	1	0							do			
150	150	0	0	2/4	1	1	1/8		1/8	1	2862						
150	150	1/4	1/4	2/4	1	1	0					pp					
150	150	1/4	1/4	2/4	1	1	1/8		1/8	1	2863						
150	150	0	0	2/4	2	1	0							do			
150	150	0	0	2/4	2	1	1/8		1/8	1	2864						
150	150	1/4	1/4	2/4	2	1	0					pp					
150	150	1/4	1/4	2/4	2	1	1/8		1/8	1	2865						
150	150	0	0	2/4	3	1	0							do			
150	150	0	0	2/4	3	1	1/8		1/8	1	2866						
150	150	1/4	1/4	2/4	3	1	0					pp					
150	150	1/4	1/4	2/4	3	1	1/8		1/8	1	2867						
150	150	0	0	2/4	4	1	0							do			
150	150	0	0	2/4	4	1	1/8		1/8	1	2868						
150	150	1/4	1/4	2/4	4	1	0					pp					
150	150	1/4	1/4	2/4	4	1	1/8		1/8	1	2869						
151	151	0	0	2/4	1	1	1/8		1/8	1	2870						
151	151	0	0	2/4	2	1	1/8		1/8	1	2871						
151	151	0	0	2/4	3	1	1/8		1/8	1	2872						
151	151	0	0	2/4	4	1	1/8		1/8	1	2873						
