mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	Trill:trill
1	1	0	0	3/8	1	1	0							Andante scherzoso quasi Allegretto	
1	1	0	0	3/8	2	1	0					pp			
1	1	0	0	3/8	2	1	1/8		1/8	1	0				
1	1	1/8	1/8	3/8	2	1	1/8		1/8	1	1				
1	1	1/4	1/4	3/8	2	1	1/8		1/8	1	2				
2	2	0	0	3/8	2	1	1/8		1/8	1	3				
2	2	1/8	1/8	3/8	2	1	1/8		1/8	1	4				
2	2	1/4	1/4	3/8	2	1	1/16		1/16	1	5				
2	2	5/16	5/16	3/8	2	1	1/16		1/16	1	6				
3	3	0	0	3/8	2	1	1/16		1/16	1	7				
3	3	1/16	1/16	3/8	2	1	1/16		1/16	1	8				
3	3	1/8	1/8	3/8	2	1	1/16		1/16	1	9				
3	3	3/16	3/16	3/8	2	1	1/16		1/16	1	10				
3	3	1/4	1/4	3/8	2	1	1/16		1/16	1	11				
3	3	5/16	5/16	3/8	2	1	1/16		1/16	1	12				
4	4	0	0	3/8	2	1	1/8		1/8	1	13				
4	4	1/8	1/8	3/8	2	1	1/8		1/8	1	14				
4	4	1/4	1/4	3/8	2	1	1/8		1/8	1	15				
5	5	0	0	3/8	2	1	1/8		1/8	1	16				
5	5	1/8	1/8	3/8	2	1	1/8		1/8	1	17				
5	5	1/4	1/4	3/8	2	1	0					sf			
5	5	1/4	1/4	3/8	2	1	1/8		1/8	1	18				
6	6	0	0	3/8	2	1	1/8		1/8	1	19				
6	6	1/8	1/8	3/8	2	1	1/8		1/8	1	20				
6	6	1/4	1/4	3/8	2	1	0					sf			
6	6	1/4	1/4	3/8	2	1	1/8		1/8	1	21				
6	6	0	0	3/8	3	1	0					pp			
6	6	0	0	3/8	3	1	1/8		1/8	1	22				
6	6	1/8	1/8	3/8	3	1	1/8		1/8	1	23				
6	6	1/4	1/4	3/8	3	1	1/8		1/8	1	24				
7	7	0	0	3/8	2	1	1/16		1/16	1	25				
7	7	1/16	1/16	3/8	2	1	1/16		1/16	1	26				
7	7	1/8	1/8	3/8	2	1	1/16		1/16	1	27				
7	7	3/16	3/16	3/8	2	1	1/16		1/16	1	28				
7	7	1/4	1/4	3/8	2	1	1/16		1/16	1	29				
7	7	5/16	5/16	3/8	2	1	1/16		1/16	1	30				
7	7	0	0	3/8	3	1	1/8		1/8	1	31				
7	7	1/8	1/8	3/8	3	1	1/8		1/8	1	32				
7	7	1/4	1/4	3/8	3	1	1/16		1/16	1	33				
7	7	5/16	5/16	3/8	3	1	1/16		1/16	1	34				
8	8	0	0	3/8	2	1	1/16		1/16	1	35				
8	8	1/16	1/16	3/8	2	1	1/16		1/16	1	36				
8	8	1/8	1/8	3/8	2	1	1/16		1/16	1	37				
8	8	3/16	3/16	3/8	2	1	1/16		1/16	1	38				
8	8	1/4	1/4	3/8	2	1	1/16		1/16	1	39				
8	8	5/16	5/16	3/8	2	1	1/16		1/16	1	40				
8	8	0	0	3/8	3	1	1/16		1/16	1	41				
8	8	1/16	1/16	3/8	3	1	1/16		1/16	1	42				
8	8	1/8	1/8	3/8	3	1	1/16		1/16	1	43				
8	8	3/16	3/16	3/8	3	1	1/16		1/16	1	44				
8	8	1/4	1/4	3/8	3	1	1/16		1/16	1	45				
8	8	5/16	5/16	3/8	3	1	1/16		1/16	1	46				
9	9	0	0	3/8	2	1	1/16		1/16	1	47				
9	9	1/16	1/16	3/8	2	1	1/16		1/16	1	48				
9	9	1/8	1/8	3/8	2	1	1/16		1/16	1	49				
9	9	3/16	3/16	3/8	2	1	1/16		1/16	1	50				
9	9	1/4	1/4	3/8	2	1	1/16		1/16	1	51				
9	9	5/16	5/16	3/8	2	1	1/16		1/16	1	52				
9	9	0	0	3/8	3	1	1/8		1/8	1	53				
9	9	1/8	1/8	3/8	3	1	1/8		1/8	1	54				
9	9	1/4	1/4	3/8	3	1	1/8		1/8	1	55				
10	10	0	0	3/8	1	1	0					pp			
10	10	0	0	3/8	1	1	1/8		1/8	1	56				
10	10	1/8	1/8	3/8	1	1	1/8		1/8	1	57				
10	10	1/4	1/4	3/8	1	1	1/8		1/8	1	58				
10	10	0	0	3/8	2	1	1/16		1/16	1	59				
10	10	1/16	1/16	3/8	2	1	1/16		1/16	1	60				
10	10	1/8	1/8	3/8	2	1	1/16		1/16	1	61				
10	10	3/16	3/16	3/8	2	1	1/16		1/16	1	62				
10	10	1/4	1/4	3/8	2	1	1/16		1/16	1	63				
10	10	5/16	5/16	3/8	2	1	1/16		1/16	1	64				
10	10	0	0	3/8	3	1	1/8		1/8	1	65				
10	10	1/8	1/8	3/8	3	1	1/8		1/8	1	66				
10	10	1/4	1/4	3/8	3	1	1/8		1/8	1	67				
11	11	0	0	3/8	1	1	1/8		1/8	1	68				
11	11	1/8	1/8	3/8	1	1	1/8		1/8	1	69				
11	11	1/4	1/4	3/8	1	1	1/16		1/16	1	70				
11	11	5/16	5/16	3/8	1	1	1/16		1/16	1	71				
11	11	0	0	3/8	2	1	1/16		1/16	1	72				
11	11	1/16	1/16	3/8	2	1	1/16		1/16	1	73				
11	11	1/8	1/8	3/8	2	1	1/16		1/16	1	74				
11	11	3/16	3/16	3/8	2	1	1/16		1/16	1	75				
11	11	1/4	1/4	3/8	2	1	1/16		1/16	1	76				
11	11	5/16	5/16	3/8	2	1	1/16		1/16	1	77				
11	11	0	0	3/8	3	1	1/16		1/16	1	78				
11	11	1/16	1/16	3/8	3	1	1/16		1/16	1	79				
11	11	1/8	1/8	3/8	3	1	1/16		1/16	1	80				
11	11	3/16	3/16	3/8	3	1	1/16		1/16	1	81				
11	11	1/4	1/4	3/8	3	1	1/16		1/16	1	82				
11	11	5/16	5/16	3/8	3	1	1/16		1/16	1	83				
12	12	0	0	3/8	1	1	1/16		1/16	1	84				
12	12	1/16	1/16	3/8	1	1	1/16		1/16	1	85				
12	12	1/8	1/8	3/8	1	1	1/16		1/16	1	86				
12	12	3/16	3/16	3/8	1	1	1/16		1/16	1	87				
12	12	1/4	1/4	3/8	1	1	1/16		1/16	1	88				
12	12	5/16	5/16	3/8	1	1	1/16		1/16	1	89				
12	12	0	0	3/8	2	1	1/16		1/16	1	90				
12	12	1/16	1/16	3/8	2	1	1/16		1/16	1	91				
12	12	1/8	1/8	3/8	2	1	1/8		1/8	1	92				
12	12	1/4	1/4	3/8	2	1	0					sf			
12	12	1/4	1/4	3/8	2	1	1/8		1/8	1	93				
12	12	0	0	3/8	3	1	1/16		1/16	1	94				
12	12	1/16	1/16	3/8	3	1	1/16		1/16	1	95				
12	12	1/8	1/8	3/8	3	1	1/16		1/16	1	96				
12	12	3/16	3/16	3/8	3	1	1/16		1/16	1	97				
12	12	1/4	1/4	3/8	3	1	1/16		1/16	1	98				
12	12	5/16	5/16	3/8	3	1	1/16		1/16	1	99				
13	13	0	0	3/8	1	1	0							cresc.	
13	13	0	0	3/8	1	1	1/8		1/8	1	100				
13	13	1/8	1/8	3/8	1	1	1/8		1/8	1	101				
13	13	1/4	1/4	3/8	1	1	1/8		1/8	1	102				
13	13	0	0	3/8	2	1	0							cresc.	
13	13	0	0	3/8	2	1	1/16		1/16	1	103				
13	13	1/16	1/16	3/8	2	1	1/16		1/16	1	104				
13	13	1/8	1/8	3/8	2	1	1/16		1/16	1	105				
13	13	3/16	3/16	3/8	2	1	1/16		1/16	1	106				
13	13	1/4	1/4	3/8	2	1	1/16		1/16	1	107				
13	13	5/16	5/16	3/8	2	1	1/16		1/16	1	108				
13	13	0	0	3/8	3	1	0							cresc.	
13	13	0	0	3/8	3	1	1/16		1/16	1	109				
13	13	1/16	1/16	3/8	3	1	1/16		1/16	1	110				
13	13	1/8	1/8	3/8	3	1	1/16		1/16	1	111				
13	13	3/16	3/16	3/8	3	1	1/16		1/16	1	112				
13	13	1/4	1/4	3/8	3	1	1/16		1/16	1	113				
13	13	5/16	5/16	3/8	3	1	1/16		1/16	1	114				
13	13	0	0	3/8	4	1	0							cresc.	
13	13	0	0	3/8	4	1	1/8		1/8	1	115				
13	13	1/8	1/8	3/8	4	1	1/8		1/8	1	116				
13	13	1/4	1/4	3/8	4	1	1/8		1/8	1	117				
14	14	0	0	3/8	1	1	1/8		1/8	1	118				
14	14	1/8	1/8	3/8	1	1	1/8		1/8	1	119				
14	14	0	0	3/8	2	1	1/8		1/8	1	120				
14	14	1/4	1/4	3/8	2	1	0					sf			
14	14	1/4	1/4	3/8	2	1	1/8		1/8	1	121				
14	14	0	0	3/8	3	1	1/8		1/8	1	122				
14	14	1/8	1/8	3/8	3	1	0					sf			
14	14	1/8	1/8	3/8	3	1	1/4		1/4	1	123				
14	14	0	0	3/8	4	1	1/8		1/8	1	124				
14	14	1/8	1/8	3/8	4	1	1/8		1/8	1	125				
14	14	1/4	1/4	3/8	4	1	1/16		1/16	1	126				
14	14	5/16	5/16	3/8	4	1	1/16		1/16	1	127				
15	15	0	0	3/8	1	1	1/8		1/8	1	128				
15	15	1/8	1/8	3/8	1	1	1/8		1/8	1	129				
15	15	1/4	1/4	3/8	1	1	1/8		1/8	1	130				
15	15	0	0	3/8	2	1	1/16		1/16	1	131				
15	15	1/16	1/16	3/8	2	1	1/16		1/16	1	132				
15	15	1/8	1/8	3/8	2	1	1/16		1/16	1	133				
15	15	3/16	3/16	3/8	2	1	1/16		1/16	1	134				
15	15	1/4	1/4	3/8	2	1	1/16		1/16	1	135				
15	15	5/16	5/16	3/8	2	1	1/16		1/16	1	136				
15	15	0	0	3/8	3	1	1/16		1/16	1	137				
15	15	1/16	1/16	3/8	3	1	1/16		1/16	1	138				
15	15	1/8	1/8	3/8	3	1	1/16		1/16	1	139				
15	15	3/16	3/16	3/8	3	1	1/16		1/16	1	140				
15	15	1/4	1/4	3/8	3	1	1/16		1/16	1	141				
15	15	5/16	5/16	3/8	3	1	1/16		1/16	1	142				
15	15	0	0	3/8	4	1	1/8		1/8	1	143				
15	15	1/8	1/8	3/8	4	1	1/8		1/8	1	144				
15	15	1/4	1/4	3/8	4	1	1/8		1/8	1	145				
16	16	0	0	3/8	1	1	1/8		1/8	1	146				
16	16	1/8	1/8	3/8	1	1	1/8		1/8	1	147				
16	16	0	0	3/8	2	1	1/8		1/8	1	148				
16	16	1/4	1/4	3/8	2	1	0					sf			
16	16	1/4	1/4	3/8	2	1	1/8		1/8	1	149				
16	16	0	0	3/8	3	1	1/8		1/8	1	150				
16	16	1/8	1/8	3/8	3	1	0					sf			
16	16	1/8	1/8	3/8	3	1	1/4		1/4	1	151				
16	16	0	0	3/8	4	1	1/8		1/8	1	152				
16	16	1/8	1/8	3/8	4	1	1/8		1/8	1	153				
16	16	1/4	1/4	3/8	4	1	1/8		1/8	1	154				
17	17	0	0	3/8	1	1	1/8		1/8	1	155				
17	17	1/8	1/8	3/8	1	1	1/8		1/8	1	156				
17	17	1/4	1/4	3/8	1	1	1/8		1/8	1	157				
17	17	0	0	3/8	2	1	1/16		1/16	1	158				
17	17	1/16	1/16	3/8	2	1	1/16		1/16	1	159				
17	17	1/8	1/8	3/8	2	1	1/16		1/16	1	160				
17	17	3/16	3/16	3/8	2	1	1/16		1/16	1	161				
17	17	1/4	1/4	3/8	2	1	1/16		1/16	1	162				
17	17	5/16	5/16	3/8	2	1	1/16		1/16	1	163				
17	17	0	0	3/8	3	1	1/16		1/16	1	164				
17	17	1/16	1/16	3/8	3	1	1/16		1/16	1	165				
17	17	1/8	1/8	3/8	3	1	1/16		1/16	1	166				
17	17	3/16	3/16	3/8	3	1	1/16		1/16	1	167				
17	17	1/4	1/4	3/8	3	1	1/16		1/16	1	168				
17	17	5/16	5/16	3/8	3	1	1/16		1/16	1	169				
17	17	0	0	3/8	4	1	1/8		1/8	1	170				
17	17	1/8	1/8	3/8	4	1	1/8		1/8	1	171				
17	17	1/4	1/4	3/8	4	1	1/8		1/8	1	172				
18	18	0	0	3/8	1	1	0					sf			
18	18	0	0	3/8	1	1	1/4		1/4	1	173				
18	18	1/4	1/4	3/8	1	1	1/16		1/16	1	174				
18	18	5/16	5/16	3/8	1	1	1/16		1/16	1	175				
18	18	0	0	3/8	2	1	1/8		1/8	1	176				
18	18	1/8	1/8	3/8	2	1	0					sf			
18	18	1/8	1/8	3/8	2	1	1/8		1/8	1	177				
18	18	1/4	1/4	3/8	2	1	1/16		1/16	1	178				
18	18	5/16	5/16	3/8	2	1	1/16		1/16	1	179				
18	18	0	0	3/8	3	1	1/8		1/8	1	180				
18	18	1/8	1/8	3/8	3	1	0					sf			
18	18	1/8	1/8	3/8	3	1	1/8		1/8	1	181				
18	18	1/4	1/4	3/8	3	1	1/16		1/16	1	182				
18	18	5/16	5/16	3/8	3	1	1/16		1/16	1	183				
18	18	0	0	3/8	4	1	1/8		1/8	1	184				
18	18	1/8	1/8	3/8	4	1	1/8		1/8	1	185				
18	18	1/4	1/4	3/8	4	1	0					sf			
18	18	1/4	1/4	3/8	4	1	1/8		1/8	1	186				
19	19	0	0	3/8	1	1	1/16		1/16	1	187				
19	19	1/16	1/16	3/8	1	1	1/16		1/16	1	188				
19	19	1/8	1/8	3/8	1	1	1/16		1/16	1	189				
19	19	3/16	3/16	3/8	1	1	1/16		1/16	1	190				
19	19	1/4	1/4	3/8	1	1	1/16		1/16	1	191				
19	19	5/16	5/16	3/8	1	1	1/16		1/16	1	192				
19	19	0	0	3/8	2	1	1/16		1/16	1	193				
19	19	1/16	1/16	3/8	2	1	1/16		1/16	1	194				
19	19	1/8	1/8	3/8	2	1	1/16		1/16	1	195				
19	19	3/16	3/16	3/8	2	1	1/16		1/16	1	196				
19	19	1/4	1/4	3/8	2	1	1/16		1/16	1	197				
19	19	5/16	5/16	3/8	2	1	1/16		1/16	1	198				
19	19	0	0	3/8	3	1	1/16		1/16	1	199				
19	19	1/16	1/16	3/8	3	1	1/16		1/16	1	200				
19	19	1/8	1/8	3/8	3	1	1/16		1/16	1	201				
19	19	3/16	3/16	3/8	3	1	1/16		1/16	1	202				
19	19	1/4	1/4	3/8	3	1	1/16		1/16	1	203				
19	19	5/16	5/16	3/8	3	1	1/16		1/16	1	204				
19	19	0	0	3/8	4	1	1/8		1/8	1	205				
19	19	1/8	1/8	3/8	4	1	1/8		1/8	1	206				
19	19	1/4	1/4	3/8	4	1	1/8		1/8	1	207				
20	20	0	0	3/8	1	1	0					p			
20	20	0	0	3/8	1	1	1/8		1/8	1	208				
20	20	1/8	1/8	3/8	1	1	0					sf			
20	20	1/8	1/8	3/8	1	1	3/16		1/8	3/2	209				
20	20	5/16	5/16	3/8	1	1	1/16		1/16	1	210				
20	20	0	0	3/8	2	1	0					p			
20	20	0	0	3/8	2	1	1/16		1/16	1	211				
20	20	1/16	1/16	3/8	2	1	1/16		1/16	1	212				
20	20	1/8	1/8	3/8	2	1	1/16		1/16	1	213				
20	20	3/16	3/16	3/8	2	1	1/16		1/16	1	214				
20	20	1/4	1/4	3/8	2	1	1/16		1/16	1	215				
20	20	5/16	5/16	3/8	2	1	1/16		1/16	1	216				
20	20	0	0	3/8	3	1	0					p			
20	20	0	0	3/8	3	1	1/8		1/8	1	217				
20	20	1/8	1/8	3/8	3	1	0					sf			
20	20	1/8	1/8	3/8	3	1	1/8		1/8	1	218				
20	20	1/4	1/4	3/8	3	1	1/8		1/8	1	219				
20	20	0	0	3/8	4	1	0					p			
20	20	0	0	3/8	4	1	1/8		1/8	1	220				
21	21	0	0	3/8	1	1	1/8		1/8	1	221				
21	21	1/8	1/8	3/8	1	1	0					sf			
21	21	1/8	1/8	3/8	1	1	3/16		1/8	3/2	222				
21	21	5/16	5/16	3/8	1	1	1/16		1/16	1	223				
21	21	0	0	3/8	2	1	1/16		1/16	1	224				
21	21	1/16	1/16	3/8	2	1	1/16		1/16	1	225				
21	21	1/8	1/8	3/8	2	1	1/16		1/16	1	226				
21	21	3/16	3/16	3/8	2	1	1/16		1/16	1	227				
21	21	1/4	1/4	3/8	2	1	1/16		1/16	1	228				
21	21	5/16	5/16	3/8	2	1	1/16		1/16	1	229				
21	21	0	0	3/8	3	1	1/8		1/8	1	230				
21	21	1/8	1/8	3/8	3	1	0					sf			
21	21	1/8	1/8	3/8	3	1	1/8		1/8	1	231				
21	21	1/4	1/4	3/8	3	1	1/8		1/8	1	232				
22	22	0	0	3/8	1	1	1/8		1/8	1	233				
22	22	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	234				
22	22	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	235				
22	22	1/8	1/8	3/8	1	1	1/8		1/8	1	236				
22	22	1/4	1/4	3/8	1	1	1/8		1/8	1	237		ornamentTrill		
22	22	0	0	3/8	2	1	1/16		1/16	1	238				
22	22	1/16	1/16	3/8	2	1	1/16		1/16	1	239				
22	22	1/8	1/8	3/8	2	1	1/16		1/16	1	240				
22	22	3/16	3/16	3/8	2	1	1/16		1/16	1	241				
22	22	1/4	1/4	3/8	2	1	1/16		1/16	1	242				
22	22	5/16	5/16	3/8	2	1	1/16		1/16	1	243				
22	22	0	0	3/8	3	1	1/8		1/8	1	244				
22	22	1/8	1/8	3/8	3	1	0					sf			
22	22	1/8	1/8	3/8	3	1	1/8		1/8	1	245				
22	22	1/4	1/4	3/8	3	1	1/8		1/8	1	246				
22	22	0	0	3/8	4	1	1/8		1/8	1	247				
22	22	1/8	1/8	3/8	4	1	0					sf			
22	22	1/8	1/8	3/8	4	1	1/8		1/8	1	248				
22	22	1/4	1/4	3/8	4	1	1/8		1/8	1	249				
23	23	0	0	3/8	1	1	1/8		1/8	1	250				
23	23	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	251				
23	23	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	252				
23	23	1/8	1/8	3/8	1	1	1/8		1/8	1	253				
23	23	1/4	1/4	3/8	1	1	1/8		1/8	1	254		ornamentTrill		
23	23	0	0	3/8	2	1	1/16		1/16	1	255				
23	23	1/16	1/16	3/8	2	1	1/16		1/16	1	256				
23	23	1/8	1/8	3/8	2	1	1/16		1/16	1	257				
23	23	3/16	3/16	3/8	2	1	1/16		1/16	1	258				
23	23	1/4	1/4	3/8	2	1	1/16		1/16	1	259				
23	23	5/16	5/16	3/8	2	1	1/16		1/16	1	260				
23	23	0	0	3/8	3	1	1/8		1/8	1	261				
23	23	1/8	1/8	3/8	3	1	0					sf			
23	23	1/8	1/8	3/8	3	1	1/8		1/8	1	262				
23	23	1/4	1/4	3/8	3	1	1/8		1/8	1	263				
23	23	0	0	3/8	4	1	1/8		1/8	1	264				
23	23	1/8	1/8	3/8	4	1	0					sf			
23	23	1/8	1/8	3/8	4	1	1/8		1/8	1	265				
23	23	1/4	1/4	3/8	4	1	1/8		1/8	1	266				
24	24	0	0	3/8	1	1	1/8		1/8	1	267				
24	24	1/8	1/8	3/8	1	1	3/16		1/8	3/2	268				
24	24	5/16	5/16	3/8	1	1	1/16		1/16	1	269				
24	24	0	0	3/8	2	1	1/16		1/16	1	270				
24	24	1/16	1/16	3/8	2	1	1/16		1/16	1	271				
24	24	1/8	1/8	3/8	2	1	1/16		1/16	1	272				
24	24	3/16	3/16	3/8	2	1	1/16		1/16	1	273				
24	24	1/4	1/4	3/8	2	1	1/16		1/16	1	274				
24	24	5/16	5/16	3/8	2	1	1/16		1/16	1	275				
24	24	0	0	3/8	3	1	1/8		1/8	1	276				
24	24	1/8	1/8	3/8	3	1	0					sf			
24	24	1/8	1/8	3/8	3	1	1/8		1/8	1	277				
24	24	1/4	1/4	3/8	3	1	1/8		1/8	1	278				
24	24	0	0	3/8	4	1	1/8		1/8	1	279				
25	25	0	0	3/8	1	1	1/8		1/8	1	280				
25	25	1/8	1/8	3/8	1	1	3/16		1/8	3/2	281				
25	25	5/16	5/16	3/8	1	1	1/16		1/16	1	282				
25	25	0	0	3/8	2	1	1/16		1/16	1	283				
25	25	1/16	1/16	3/8	2	1	1/16		1/16	1	284				
25	25	1/8	1/8	3/8	2	1	1/16		1/16	1	285				
25	25	3/16	3/16	3/8	2	1	1/16		1/16	1	286				
25	25	1/4	1/4	3/8	2	1	1/16		1/16	1	287				
25	25	5/16	5/16	3/8	2	1	1/16		1/16	1	288				
25	25	0	0	3/8	3	1	1/8		1/8	1	289				
25	25	1/8	1/8	3/8	3	1	0					sf			
25	25	1/8	1/8	3/8	3	1	1/8		1/8	1	290				
25	25	1/4	1/4	3/8	3	1	1/8		1/8	1	291				
26	26	0	0	3/8	1	1	1/8		1/8	1	292				
26	26	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	293				
26	26	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	294				
26	26	1/8	1/8	3/8	1	1	1/8		1/8	1	295				
26	26	1/4	1/4	3/8	1	1	1/8		1/8	1	296		ornamentTrill		
26	26	0	0	3/8	2	1	1/16		1/16	1	297				
26	26	1/16	1/16	3/8	2	1	1/16		1/16	1	298				
26	26	1/8	1/8	3/8	2	1	1/16		1/16	1	299				
26	26	3/16	3/16	3/8	2	1	1/16		1/16	1	300				
26	26	1/4	1/4	3/8	2	1	1/16		1/16	1	301				
26	26	5/16	5/16	3/8	2	1	1/16		1/16	1	302				
26	26	0	0	3/8	3	1	1/8		1/8	1	303				
26	26	1/8	1/8	3/8	3	1	0					sf			
26	26	1/8	1/8	3/8	3	1	1/8		1/8	1	304				
26	26	1/4	1/4	3/8	3	1	1/8		1/8	1	305				
26	26	0	0	3/8	4	1	1/8		1/8	1	306				
26	26	1/8	1/8	3/8	4	1	0					sf			
26	26	1/8	1/8	3/8	4	1	1/8		1/8	1	307				
26	26	1/4	1/4	3/8	4	1	1/8		1/8	1	308				
27	27	0	0	3/8	1	1	1/8		1/8	1	309				
27	27	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	310				
27	27	1/8	1/8	3/8	1	1	0	grace8after	1/8	1	311				
27	27	1/8	1/8	3/8	1	1	1/8		1/8	1	312				
27	27	1/4	1/4	3/8	1	1	1/8		1/8	1	313		ornamentTrill		
27	27	0	0	3/8	2	1	1/16		1/16	1	314				
27	27	1/16	1/16	3/8	2	1	1/16		1/16	1	315				
27	27	1/8	1/8	3/8	2	1	1/16		1/16	1	316				
27	27	3/16	3/16	3/8	2	1	1/16		1/16	1	317				
27	27	1/4	1/4	3/8	2	1	1/16		1/16	1	318				
27	27	5/16	5/16	3/8	2	1	1/16		1/16	1	319				
27	27	0	0	3/8	3	1	1/8		1/8	1	320				
27	27	1/8	1/8	3/8	3	1	0					sf			
27	27	1/8	1/8	3/8	3	1	1/8		1/8	1	321				
27	27	1/4	1/4	3/8	3	1	1/8		1/8	1	322				
27	27	0	0	3/8	4	1	1/8		1/8	1	323				
27	27	1/8	1/8	3/8	4	1	0					sf			
27	27	1/8	1/8	3/8	4	1	1/8		1/8	1	324				
27	27	1/4	1/4	3/8	4	1	1/8		1/8	1	325				
28	28	0	0	3/8	1	1	1/8		1/8	1	326				
28	28	3/16	3/16	3/8	1	1	1/16		1/16	1	327				
28	28	1/4	1/4	3/8	1	1	1/16		1/16	1	328				
28	28	5/16	5/16	3/8	1	1	1/16		1/16	1	329				
28	28	0	0	3/8	2	1	1/8		1/8	1	330				
28	28	3/16	3/16	3/8	2	1	1/16		1/16	1	331				
28	28	1/4	1/4	3/8	2	1	1/16		1/16	1	332				
28	28	5/16	5/16	3/8	2	1	1/16		1/16	1	333				
28	28	0	0	3/8	3	1	1/8		1/8	1	334				
28	28	3/16	3/16	3/8	3	1	1/16		1/16	1	335				
28	28	1/4	1/4	3/8	3	1	1/16		1/16	1	336				
28	28	5/16	5/16	3/8	3	1	1/16		1/16	1	337				
28	28	0	0	3/8	4	1	1/16		1/16	1	338				
28	28	1/16	1/16	3/8	4	1	1/16		1/16	1	339				
28	28	1/8	1/8	3/8	4	1	1/16		1/16	1	340				
28	28	3/16	3/16	3/8	4	1	1/16		1/16	1	341				
28	28	1/4	1/4	3/8	4	1	1/16		1/16	1	342				
28	28	5/16	5/16	3/8	4	1	1/16		1/16	1	343				
29	29	0	0	3/8	1	1	1/8		1/8	1	344				
29	29	3/16	3/16	3/8	1	1	1/16		1/16	1	345				
29	29	1/4	1/4	3/8	1	1	1/16		1/16	1	346				
29	29	5/16	5/16	3/8	1	1	1/16		1/16	1	347				
29	29	0	0	3/8	2	1	1/8		1/8	1	348				
29	29	3/16	3/16	3/8	2	1	1/16		1/16	1	349				
29	29	1/4	1/4	3/8	2	1	1/16		1/16	1	350				
29	29	5/16	5/16	3/8	2	1	1/16		1/16	1	351				
29	29	0	0	3/8	3	1	1/8		1/8	1	352				
29	29	3/16	3/16	3/8	3	1	1/16		1/16	1	353				
29	29	1/4	1/4	3/8	3	1	1/16		1/16	1	354				
29	29	5/16	5/16	3/8	3	1	1/16		1/16	1	355				
29	29	0	0	3/8	4	1	1/16		1/16	1	356				
29	29	1/16	1/16	3/8	4	1	1/16		1/16	1	357				
29	29	1/8	1/8	3/8	4	1	1/16		1/16	1	358				
29	29	3/16	3/16	3/8	4	1	1/16		1/16	1	359				
29	29	1/4	1/4	3/8	4	1	1/16		1/16	1	360				
29	29	5/16	5/16	3/8	4	1	1/16		1/16	1	361				
30	30	0	0	3/8	1	1	0							cresc.	
30	30	0	0	3/8	1	1	1/16		1/16	1	362				
30	30	1/16	1/16	3/8	1	1	1/16		1/16	1	363				
30	30	1/8	1/8	3/8	1	1	1/16		1/16	1	364				
30	30	3/16	3/16	3/8	1	1	1/16		1/16	1	365				
30	30	1/4	1/4	3/8	1	1	1/16		1/16	1	366				
30	30	5/16	5/16	3/8	1	1	1/16		1/16	1	367				
30	30	0	0	3/8	2	1	0							cresc.	
30	30	0	0	3/8	2	1	1/16		1/16	1	368				
30	30	1/16	1/16	3/8	2	1	1/16		1/16	1	369				
30	30	1/8	1/8	3/8	2	1	1/16		1/16	1	370				
30	30	3/16	3/16	3/8	2	1	1/16		1/16	1	371				
30	30	1/4	1/4	3/8	2	1	1/16		1/16	1	372				
30	30	5/16	5/16	3/8	2	1	1/16		1/16	1	373				
30	30	0	0	3/8	3	1	0							cresc.	
30	30	0	0	3/8	3	1	1/16		1/16	1	374				
30	30	1/16	1/16	3/8	3	1	1/16		1/16	1	375				
30	30	1/8	1/8	3/8	3	1	1/16		1/16	1	376				
30	30	3/16	3/16	3/8	3	1	1/16		1/16	1	377				
30	30	1/4	1/4	3/8	3	1	1/16		1/16	1	378				
30	30	5/16	5/16	3/8	3	1	1/16		1/16	1	379				
30	30	0	0	3/8	4	1	0							cresc.	
30	30	0	0	3/8	4	1	1/16		1/16	1	380				
30	30	1/16	1/16	3/8	4	1	1/16		1/16	1	381				
30	30	1/8	1/8	3/8	4	1	1/16		1/16	1	382				
30	30	3/16	3/16	3/8	4	1	1/16		1/16	1	383				
30	30	1/4	1/4	3/8	4	1	1/16		1/16	1	384				
30	30	5/16	5/16	3/8	4	1	1/16		1/16	1	385				
31	31	0	0	3/8	1	1	1/16		1/16	1	386				
31	31	1/16	1/16	3/8	1	1	1/16		1/16	1	387				
31	31	1/8	1/8	3/8	1	1	1/16		1/16	1	388				
31	31	3/16	3/16	3/8	1	1	1/16		1/16	1	389				
31	31	1/4	1/4	3/8	1	1	1/16		1/16	1	390				
31	31	5/16	5/16	3/8	1	1	1/16		1/16	1	391				
31	31	0	0	3/8	2	1	1/16		1/16	1	392				
31	31	1/16	1/16	3/8	2	1	1/16		1/16	1	393				
31	31	1/8	1/8	3/8	2	1	1/16		1/16	1	394				
31	31	3/16	3/16	3/8	2	1	1/16		1/16	1	395				
31	31	1/4	1/4	3/8	2	1	1/16		1/16	1	396				
31	31	5/16	5/16	3/8	2	1	1/16		1/16	1	397				
31	31	0	0	3/8	3	1	1/16		1/16	1	398				
31	31	1/16	1/16	3/8	3	1	1/16		1/16	1	399				
