mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text
81	81	1/2	1/2	3/4	3	1	1/16		1/16	1	1005			
81	81	9/16	9/16	3/4	3	1	1/16		1/16	1	1006			
81	81	5/8	5/8	3/4	3	1	1/16		1/16	1	1007			
81	81	11/16	11/16	3/4	3	1	1/16		1/16	1	1008			
81	81	0	0	3/4	4	1	1/16		1/16	1	1009			
81	81	1/16	1/16	3/4	4	1	1/16		1/16	1	1010			
81	81	1/8	1/8	3/4	4	1	1/16		1/16	1	1011			
81	81	3/16	3/16	3/4	4	1	1/16		1/16	1	1012			
81	81	1/4	1/4	3/4	4	1	1/16		1/16	1	1013			
81	81	5/16	5/16	3/4	4	1	1/16		1/16	1	1014			
81	81	3/8	3/8	3/4	4	1	1/16		1/16	1	1015			
81	81	7/16	7/16	3/4	4	1	1/16		1/16	1	1016			
81	81	1/2	1/2	3/4	4	1	1/16		1/16	1	1017			
81	81	9/16	9/16	3/4	4	1	1/16		1/16	1	1018			
81	81	5/8	5/8	3/4	4	1	1/16		1/16	1	1019			
81	81	11/16	11/16	3/4	4	1	1/16		1/16	1	1020			
82	82	0	0	3/4	1	1	0					f		
82	82	0	0	3/4	1	1	3/4		1/2	3/2	1021			
82	82	0	0	3/4	2	1	3/8		1/4	3/2	1022			
82	82	3/8	3/8	3/4	2	1	1/16		1/16	1	1023			
82	82	7/16	7/16	3/4	2	1	1/16		1/16	1	1024			
82	82	1/2	1/2	3/4	2	1	1/16		1/16	1	1025			
82	82	9/16	9/16	3/4	2	1	1/16		1/16	1	1026			
82	82	5/8	5/8	3/4	2	1	1/16		1/16	1	1027			
82	82	11/16	11/16	3/4	2	1	1/16		1/16	1	1028			
82	82	0	0	3/4	3	1	0					f		
82	82	0	0	3/4	3	1	0					f		
82	82	0	0	3/4	3	1	3/8		1/4	3/2	1029			
82	82	3/8	3/8	3/4	3	1	1/16		1/16	1	1030			
82	82	7/16	7/16	3/4	3	1	1/16		1/16	1	1031			
82	82	1/2	1/2	3/4	3	1	1/16		1/16	1	1032			
82	82	9/16	9/16	3/4	3	1	1/16		1/16	1	1033			
82	82	5/8	5/8	3/4	3	1	1/16		1/16	1	1034			
82	82	11/16	11/16	3/4	3	1	1/16		1/16	1	1035			
82	82	0	0	3/4	4	1	0					f		
82	82	0	0	3/4	4	1	3/8		1/4	3/2	1036			
82	82	3/8	3/8	3/4	4	1	1/16		1/16	1	1037			
82	82	7/16	7/16	3/4	4	1	1/16		1/16	1	1038			
82	82	1/2	1/2	3/4	4	1	1/16		1/16	1	1039			
82	82	9/16	9/16	3/4	4	1	1/16		1/16	1	1040			
82	82	5/8	5/8	3/4	4	1	1/16		1/16	1	1041			
82	82	11/16	11/16	3/4	4	1	1/16		1/16	1	1042			
83	83	0	0	3/4	1	1	0	grace16after	1/16	1	1043			
83	83	0	0	3/4	1	1	0	grace16after	1/16	1	1044			
83	83	0	0	3/4	1	1	3/4		1/2	3/2	1045		ornamentTrill	
83	83	0	0	3/4	2	1	1/8		1/8	1	1046			
83	83	1/8	1/8	3/4	2	1	1/8		1/8	1	1047			
83	83	1/4	1/4	3/4	2	1	1/8		1/8	1	1048			
83	83	3/8	3/8	3/4	2	1	1/8		1/8	1	1049			
83	83	1/2	1/2	3/4	2	1	1/8		1/8	1	1050			
83	83	5/8	5/8	3/4	2	1	1/8		1/8	1	1051			
83	83	0	0	3/4	3	1	1/8		1/8	1	1052			
83	83	1/8	1/8	3/4	3	1	1/8		1/8	1	1053			
83	83	1/4	1/4	3/4	3	1	1/8		1/8	1	1054			
83	83	3/8	3/8	3/4	3	1	1/8		1/8	1	1055			
83	83	1/2	1/2	3/4	3	1	1/8		1/8	1	1056			
83	83	5/8	5/8	3/4	3	1	1/8		1/8	1	1057			
83	83	0	0	3/4	4	1	1/8		1/8	1	1058			
83	83	1/8	1/8	3/4	4	1	1/8		1/8	1	1059			
83	83	1/4	1/4	3/4	4	1	1/8		1/8	1	1060			
83	83	3/8	3/8	3/4	4	1	1/8		1/8	1	1061			
83	83	1/2	1/2	3/4	4	1	1/8		1/8	1	1062			
83	83	5/8	5/8	3/4	4	1	1/8		1/8	1	1063			
84	84	0	0	3/4	1	1	0					fp		
84	84	0	0	3/4	1	1	1/4		1/4	1	1064			
84	84	1/4	1/4	3/4	1	1	3/8		1/4	3/2	1065			
84	84	5/8	5/8	3/4	1	1	1/8		1/8	1	1066			
84	84	0	0	3/4	2	1	0					fp		
84	84	0	0	3/4	2	1	1/4		1/4	1	1067			
84	84	1/4	1/4	3/4	2	1	3/8		1/4	3/2	1068			
84	84	5/8	5/8	3/4	2	1	1/8		1/8	1	1069			
84	84	0	0	3/4	3	1	0					fp		
84	84	0	0	3/4	3	1	1/4		1/4	1	1070			
84	84	1/4	1/4	3/4	3	1	3/8		1/4	3/2	1071			
84	84	5/8	5/8	3/4	3	1	1/8		1/8	1	1072			
84	84	0	0	3/4	4	1	1/4		1/4	1	1073		articStaccatoBelow	
85	85	0	0	3/4	1	1	1/8		1/8	1	1074			
85	85	1/8	1/8	3/4	1	1	1/8		1/8	1	1075			
85	85	1/4	1/4	3/4	1	1	1/8		1/8	1	1076			
85	85	3/8	3/8	3/4	1	1	1/8		1/8	1	1077			
85	85	1/2	1/2	3/4	1	1	1/8		1/8	1	1078			
85	85	5/8	5/8	3/4	1	1	1/8		1/8	1	1079			
85	85	0	0	3/4	2	1	1/8		1/8	1	1080			
85	85	1/8	1/8	3/4	2	1	1/8		1/8	1	1081			
85	85	1/4	1/4	3/4	2	1	1/8		1/8	1	1082			
85	85	3/8	3/8	3/4	2	1	1/8		1/8	1	1083			
85	85	1/2	1/2	3/4	2	1	1/8		1/8	1	1084			
85	85	5/8	5/8	3/4	2	1	1/8		1/8	1	1085			
85	85	0	0	3/4	3	1	1/8		1/8	1	1086			
85	85	1/8	1/8	3/4	3	1	1/8		1/8	1	1087			
85	85	1/4	1/4	3/4	3	1	1/8		1/8	1	1088			
85	85	3/8	3/8	3/4	3	1	1/8		1/8	1	1089			
85	85	1/2	1/2	3/4	3	1	1/8		1/8	1	1090			
85	85	5/8	5/8	3/4	3	1	1/8		1/8	1	1091			
86	86	0	0	3/4	1	1	1/8		1/8	1	1092			
86	86	1/8	1/8	3/4	1	1	1/8		1/8	1	1093			
86	86	1/4	1/4	3/4	1	1	1/8		1/8	1	1094			
86	86	3/8	3/8	3/4	1	1	1/8		1/8	1	1095			
86	86	1/2	1/2	3/4	1	1	1/8		1/8	1	1096			
86	86	5/8	5/8	3/4	1	1	1/8		1/8	1	1097			
86	86	0	0	3/4	2	1	1/8		1/8	1	1098			
86	86	1/8	1/8	3/4	2	1	1/8		1/8	1	1099			
86	86	1/4	1/4	3/4	2	1	1/8		1/8	1	1100			
86	86	3/8	3/8	3/4	2	1	1/8		1/8	1	1101			
86	86	1/2	1/2	3/4	2	1	1/8		1/8	1	1102			
86	86	5/8	5/8	3/4	2	1	1/8		1/8	1	1103			
86	86	0	0	3/4	3	1	1/8		1/8	1	1104			
86	86	1/8	1/8	3/4	3	1	1/8		1/8	1	1105			
86	86	1/4	1/4	3/4	3	1	1/8		1/8	1	1106			
86	86	3/8	3/8	3/4	3	1	1/8		1/8	1	1107			
86	86	1/2	1/2	3/4	3	1	1/8		1/8	1	1108			
86	86	5/8	5/8	3/4	3	1	1/8		1/8	1	1109			
87	87	0	0	3/4	1	1	1/8		1/8	1	1110			
87	87	1/8	1/8	3/4	1	1	1/8		1/8	1	1111			
87	87	1/4	1/4	3/4	1	1	1/4		1/4	1	1112			
87	87	0	0	3/4	2	1	1/8		1/8	1	1113			
87	87	1/8	1/8	3/4	2	1	1/8		1/8	1	1114			
87	87	1/4	1/4	3/4	2	1	1/4		1/4	1	1115			
87	87	0	0	3/4	3	1	1/8		1/8	1	1116			
87	87	1/8	1/8	3/4	3	1	1/8		1/8	1	1117			
87	87	1/4	1/4	3/4	3	1	1/4		1/4	1	1118			
89	89	0	0	3/4	1	1	0					p		
89	89	0	0	3/4	1	1	3/8		1/4	3/2	1119			
89	89	3/8	3/8	3/4	1	1	0							
89	89	3/8	3/8	3/4	1	1	1/16		1/16	1	1120			
89	89	7/16	7/16	3/4	1	1	1/16		1/16	1	1121			
89	89	1/2	1/2	3/4	1	1	1/8		1/8	1	1122		articStaccatoAbove	
89	89	5/8	5/8	3/4	1	1	1/8		1/8	1	1123		articStaccatoAbove	
89	89	0	0	3/4	2	1	0					p		
89	89	0	0	3/4	2	1	3/4		1/2	3/2	1124			
89	89	3/4	3/4	3/4	2	1	0							
89	89	0	0	3/4	3	1	0					p		
89	89	0	0	3/4	3	1	3/4		1/2	3/2	1125			
89	89	3/4	3/4	3/4	3	1	0							
89	89	0	0	3/4	4	1	0					p		
89	89	0	0	3/4	4	1	3/4		1/2	3/2	1126			
89	89	3/4	3/4	3/4	4	1	0							
90	90	0	0	3/4	1	1	0					fp		
90	90	0	0	3/4	1	1	3/4		1/2	3/2	1127			
90	90	0	0	3/4	2	1	0					fp		
90	90	0	0	3/4	2	1	3/4		1/2	3/2	1128			
90	90	0	0	3/4	3	1	0					fp		
90	90	0	0	3/4	3	1	3/4		1/2	3/2	1129			
90	90	0	0	3/4	4	1	0					fp		
90	90	0	0	3/4	4	1	3/4		1/2	3/2	1130			
91	91	0	0	3/4	1	1	1/4		1/4	1	1131			
91	91	1/4	1/4	3/4	1	1	1/4		1/4	1	1132		articStaccatoAbove	
91	91	1/2	1/2	3/4	1	1	1/4		1/4	1	1133		articStaccatoAbove	
91	91	0	0	3/4	2	1	1/4		1/4	1	1134			
91	91	1/4	1/4	3/4	2	1	1/4		1/4	1	1135		articStaccatoAbove	
91	91	1/2	1/2	3/4	2	1	1/4		1/4	1	1136		articStaccatoBelow	
91	91	0	0	3/4	3	1	1/4		1/4	1	1137			
91	91	1/4	1/4	3/4	3	1	1/4		1/4	1	1138		articStaccatoAbove	
91	91	1/2	1/2	3/4	3	1	1/4		1/4	1	1139		articStaccatoAbove	
91	91	0	0	3/4	4	1	1/4		1/4	1	1140			
91	91	1/4	1/4	3/4	4	1	1/4		1/4	1	1141		articStaccatoAbove	
91	91	1/2	1/2	3/4	4	1	1/4		1/4	1	1142		articStaccatoBelow	
92	92	0	0	3/4	1	1	1/4		1/4	1	1143		articStaccatoAbove	
92	92	1/4	1/4	3/4	1	1	3/8		1/4	3/2	1144			
92	92	5/8	5/8	3/4	1	1	0					fp		
92	92	5/8	5/8	3/4	1	1	1/8		1/8	1	1145			
92	92	0	0	3/4	2	1	1/4		1/4	1	1146		articStaccatoBelow	
92	92	1/4	1/4	3/4	2	1	3/8		1/4	3/2	1147			
92	92	5/8	5/8	3/4	2	1	0					fp		
92	92	5/8	5/8	3/4	2	1	1/8		1/8	1	1148			
92	92	0	0	3/4	3	1	1/4		1/4	1	1149		articStaccatoAbove	
92	92	1/4	1/4	3/4	3	1	3/8		1/4	3/2	1150			
92	92	5/8	5/8	3/4	3	1	0					fp		
92	92	5/8	5/8	3/4	3	1	1/8		1/8	1	1151			
92	92	0	0	3/4	4	1	1/4		1/4	1	1152		articStaccatoBelow	
93	93	0	0	3/4	1	1	1/8		1/8	1	1153			
93	93	1/8	1/8	3/4	1	1	1/8		1/8	1	1154			
93	93	1/4	1/4	3/4	1	1	1/8		1/8	1	1155			
93	93	3/8	3/8	3/4	1	1	1/8		1/8	1	1156			
93	93	1/2	1/2	3/4	1	1	1/8		1/8	1	1157			
93	93	5/8	5/8	3/4	1	1	1/8		1/8	1	1158			
93	93	0	0	3/4	2	1	1/8		1/8	1	1159			
93	93	1/8	1/8	3/4	2	1	1/8		1/8	1	1160			
93	93	1/4	1/4	3/4	2	1	1/8		1/8	1	1161			
93	93	3/8	3/8	3/4	2	1	1/8		1/8	1	1162			
93	93	1/2	1/2	3/4	2	1	1/8		1/8	1	1163			
93	93	5/8	5/8	3/4	2	1	1/8		1/8	1	1164			
93	93	0	0	3/4	3	1	1/8		1/8	1	1165			
93	93	1/8	1/8	3/4	3	1	1/8		1/8	1	1166			
93	93	1/4	1/4	3/4	3	1	1/8		1/8	1	1167			
93	93	3/8	3/8	3/4	3	1	1/8		1/8	1	1168			
93	93	1/2	1/2	3/4	3	1	1/8		1/8	1	1169			
93	93	5/8	5/8	3/4	3	1	1/8		1/8	1	1170			
94	94	0	0	3/4	1	1	1/8		1/8	1	1171			
94	94	1/8	1/8	3/4	1	1	1/8		1/8	1	1172			
94	94	1/4	1/4	3/4	1	1	1/8		1/8	1	1173			
94	94	3/8	3/8	3/4	1	1	1/8		1/8	1	1174			
94	94	1/2	1/2	3/4	1	1	1/8		1/8	1	1175			
94	94	5/8	5/8	3/4	1	1	1/8		1/8	1	1176			
94	94	0	0	3/4	2	1	1/8		1/8	1	1177		articStaccatoAbove	
94	94	1/8	1/8	3/4	2	1	1/8		1/8	1	1178		articStaccatoAbove	
94	94	1/4	1/4	3/4	2	1	1/8		1/8	1	1179			
94	94	3/8	3/8	3/4	2	1	1/8		1/8	1	1180			
94	94	1/2	1/2	3/4	2	1	1/8		1/8	1	1181			
94	94	5/8	5/8	3/4	2	1	1/8		1/8	1	1182			
94	94	0	0	3/4	3	1	1/8		1/8	1	1183			
94	94	1/8	1/8	3/4	3	1	1/8		1/8	1	1184			
94	94	1/4	1/4	3/4	3	1	1/8		1/8	1	1185			
94	94	3/8	3/8	3/4	3	1	1/8		1/8	1	1186			
94	94	1/2	1/2	3/4	3	1	1/8		1/8	1	1187			
94	94	5/8	5/8	3/4	3	1	1/8		1/8	1	1188			
95	95	0	0	3/4	1	1	1/8		1/8	1	1189			
95	95	1/8	1/8	3/4	1	1	1/8		1/8	1	1190			
95	95	1/4	1/4	3/4	1	1	1/4		1/4	1	1191			
95	95	0	0	3/4	2	1	1/8		1/8	1	1192			
95	95	1/8	1/8	3/4	2	1	1/8		1/8	1	1193			
95	95	1/4	1/4	3/4	2	1	1/4		1/4	1	1194			
95	95	0	0	3/4	3	1	1/8		1/8	1	1195			
95	95	1/8	1/8	3/4	3	1	1/8		1/8	1	1196			
95	95	1/4	1/4	3/4	3	1	1/4		1/4	1	1197			
97	97	0	0	3/4	1	1	3/4		1/2	3/2	1198			
97	97	0	0	3/4	2	1	0					sf		
97	97	0	0	3/4	2	1	3/4		1/2	3/2	1199			
97	97	0	0	3/4	3	1	0					sf		
97	97	0	0	3/4	3	1	0					sf		
97	97	0	0	3/4	3	1	3/4		1/2	3/2	1200			
97	97	0	0	3/4	4	1	0					sf		
97	97	0	0	3/4	4	1	3/4		1/2	3/2	1201			
98	98	0	0	3/4	1	1	3/4		1/2	3/2	1202			
98	98	0	0	3/4	2	1	0					sf		
98	98	0	0	3/4	2	1	3/4		1/2	3/2	1203			
98	98	0	0	3/4	3	1	0					sf		
98	98	0	0	3/4	3	1	0					sf		
98	98	0	0	3/4	3	1	3/4		1/2	3/2	1204			
98	98	0	0	3/4	4	1	0					sf		
98	98	0	0	3/4	4	1	3/4		1/2	3/2	1205			
99	99	0	0	3/4	1	1	0					sf		
99	99	0	0	3/4	1	1	1/2		1/2	1	1206			
99	99	1/2	1/2	3/4	1	1	1/4		1/4	1	1207			
99	99	3/4	3/4	3/4	1	1	0					sf		
99	99	0	0	3/4	2	1	1/2		1/2	1	1208			
99	99	1/2	1/2	3/4	2	1	1/4		1/4	1	1209			
99	99	3/4	3/4	3/4	2	1	0					sf		
99	99	0	0	3/4	3	1	0					sf		
99	99	0	0	3/4	3	1	0					sf		
99	99	0	0	3/4	3	1	1/2		1/2	1	1210			
99	99	1/2	1/2	3/4	3	1	1/4		1/4	1	1211			
99	99	3/4	3/4	3/4	3	1	0					sf		
99	99	0	0	3/4	4	1	0					sf		
99	99	0	0	3/4	4	1	1/2		1/2	1	1212			
99	99	1/2	1/2	3/4	4	1	1/4		1/4	1	1213			
99	99	3/4	3/4	3/4	4	1	0					sf		
100	100	0	0	3/4	1	1	1/4		1/4	1	1214			
100	100	1/4	1/4	3/4	1	1	0					ff		
100	100	1/4	1/4	3/4	1	1	1/4		1/4	1	1215		articStaccatoBelow	
100	100	1/2	1/2	3/4	1	1	1/4		1/4	1	1216		articStaccatoBelow	
100	100	0	0	3/4	2	1	1/4		1/4	1	1217		articStaccatoBelow	
100	100	1/4	1/4	3/4	2	1	0					ff		
100	100	1/4	1/4	3/4	2	1	1/4		1/4	1	1218		articStaccatoBelow	
100	100	1/2	1/2	3/4	2	1	1/4		1/4	1	1219		articStaccatoBelow	
100	100	0	0	3/4	3	1	1/4		1/4	1	1220			
100	100	1/4	1/4	3/4	3	1	0					ff		
100	100	1/4	1/4	3/4	3	1	1/4		1/4	1	1221		articStaccatoBelow	
100	100	1/2	1/2	3/4	3	1	1/4		1/4	1	1222		articStaccatoBelow	
100	100	0	0	3/4	4	1	1/4		1/4	1	1223		articStaccatoBelow	
100	100	1/4	1/4	3/4	4	1	0					ff		
100	100	1/4	1/4	3/4	4	1	1/4		1/4	1	1224		articStaccatoBelow	
100	100	1/2	1/2	3/4	4	1	1/4		1/4	1	1225		articStaccatoBelow	
101	101	0	0	3/4	1	1	1/4		1/4	1	1226			
101	101	0	0	3/4	2	1	1/8		1/8	1	1227			
101	101	1/8	1/8	3/4	2	1	1/8		1/8	1	1228			
101	101	1/4	1/4	3/4	2	1	1/8		1/8	1	1229			
101	101	3/8	3/8	3/4	2	1	1/8		1/8	1	1230			
101	101	1/2	1/2	3/4	2	1	1/8		1/8	1	1231			
101	101	5/8	5/8	3/4	2	1	1/8		1/8	1	1232			
101	101	0	0	3/4	3	1	0					p		
101	101	0	0	3/4	3	1	1/8		1/8	1	1233			
101	101	1/8	1/8	3/4	3	1	0					p		
101	101	1/8	1/8	3/4	3	1	1/8		1/8	1	1234			
101	101	1/4	1/4	3/4	3	1	1/8		1/8	1	1235			
101	101	3/8	3/8	3/4	3	1	1/8		1/8	1	1236			
101	101	1/2	1/2	3/4	3	1	1/8		1/8	1	1237			
101	101	5/8	5/8	3/4	3	1	1/8		1/8	1	1238			
101	101	0	0	3/4	4	1	0					p		
101	101	0	0	3/4	4	1	3/8		1/4	3/2	1239			
101	101	3/8	3/8	3/4	4	1	1/16		1/16	1	1240			
101	101	7/16	7/16	3/4	4	1	1/16		1/16	1	1241			
101	101	1/2	1/2	3/4	4	1	1/8		1/8	1	1242		articStaccatoBelow	
101	101	5/8	5/8	3/4	4	1	1/8		1/8	1	1243		articStaccatoBelow	
102	102	1/4	1/4	3/4	1	1	0					p		
102	102	1/4	1/4	3/4	1	1	1/4		1/4	1	1244			
102	102	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	1245			
102	102	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	1246			
102	102	1/2	1/2	3/4	1	1	1/4		1/4	1	1247		ornamentTrill	
102	102	0	0	3/4	2	1	3/4		1/2	3/2	1248			
102	102	0	0	3/4	3	1	3/4		1/2	3/2	1249			
102	102	0	0	3/4	4	1	1/4		1/4	1	1250			
103	103	0	0	3/4	1	1	1/4		1/4	1	1251			
103	103	1/4	1/4	3/4	1	1	1/4		1/4	1	1252			
103	103	0	0	3/4	2	1	3/4		1/2	3/2	1253			
103	103	0	0	3/4	3	1	3/4		1/2	3/2	1254			
103	103	0	0	3/4	4	1	3/8		1/4	3/2	1255			
103	103	3/8	3/8	3/4	4	1	1/16		1/16	1	1256			
103	103	7/16	7/16	3/4	4	1	1/16		1/16	1	1257			
103	103	1/2	1/2	3/4	4	1	1/8		1/8	1	1258		articStaccatoBelow	
103	103	5/8	5/8	3/4	4	1	1/8		1/8	1	1259		articStaccatoBelow	
104	104	1/4	1/4	3/4	1	1	1/4		1/4	1	1260			
104	104	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	1261			
104	104	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	1262			
104	104	1/2	1/2	3/4	1	1	1/4		1/4	1	1263		ornamentTrill	
104	104	0	0	3/4	2	1	3/4		1/2	3/2	1264			
104	104	0	0	3/4	3	1	3/4		1/2	3/2	1265			
104	104	0	0	3/4	4	1	1/4		1/4	1	1266			
105	105	0	0	3/4	1	1	1/8		1/8	1	1267			
105	105	1/8	1/8	3/4	1	1	1/8		1/8	1	1268			
105	105	1/4	1/4	3/4	1	1	1/4		1/4	1	1269			
105	105	0	0	3/4	2	1	3/4		1/2	3/2	1270			
105	105	0	0	3/4	3	1	3/4		1/2	3/2	1271			
105	105	0	0	3/4	4	1	1/16		1/16	1	1272			
105	105	1/16	1/16	3/4	4	1	1/16		1/16	1	1273			
105	105	1/8	1/8	3/4	4	1	1/16		1/16	1	1274			
105	105	3/16	3/16	3/4	4	1	1/16		1/16	1	1275			
105	105	1/4	1/4	3/4	4	1	1/16		1/16	1	1276			
105	105	5/16	5/16	3/4	4	1	1/16		1/16	1	1277			
105	105	3/8	3/8	3/4	4	1	1/16		1/16	1	1278			
105	105	7/16	7/16	3/4	4	1	1/16		1/16	1	1279			
105	105	1/2	1/2	3/4	4	1	1/16		1/16	1	1280			
105	105	9/16	9/16	3/4	4	1	1/16		1/16	1	1281			
105	105	5/8	5/8	3/4	4	1	1/16		1/16	1	1282			
105	105	11/16	11/16	3/4	4	1	1/16		1/16	1	1283			
106	106	0	0	3/4	1	1	1/16		1/16	1	1284			
106	106	1/16	1/16	3/4	1	1	1/16		1/16	1	1285			
106	106	1/8	1/8	3/4	1	1	1/16		1/16	1	1286			
106	106	3/16	3/16	3/4	1	1	1/16		1/16	1	1287			
106	106	1/4	1/4	3/4	1	1	1/16		1/16	1	1288			
106	106	5/16	5/16	3/4	1	1	1/16		1/16	1	1289			
106	106	3/8	3/8	3/4	1	1	1/16		1/16	1	1290			
106	106	7/16	7/16	3/4	1	1	1/16		1/16	1	1291			
106	106	1/2	1/2	3/4	1	1	1/16		1/16	1	1292			
106	106	9/16	9/16	3/4	1	1	1/16		1/16	1	1293			
106	106	5/8	5/8	3/4	1	1	1/16		1/16	1	1294			
106	106	11/16	11/16	3/4	1	1	1/16		1/16	1	1295			
106	106	0	0	3/4	2	1	3/4		1/2	3/2	1296			
106	106	0	0	3/4	3	1	3/4		1/2	3/2	1297			
106	106	0	0	3/4	4	1	1/4		1/4	1	1298			
107	107	0	0	3/4	1	1	1/4		1/4	1	1299			
107	107	1/4	1/4	3/4	1	1	1/4		1/4	1	1300			
107	107	0	0	3/4	2	1	3/4		1/2	3/2	1301			
107	107	0	0	3/4	3	1	3/4		1/2	3/2	1302			
107	107	0	0	3/4	4	1	1/16		1/16	1	1303			
107	107	1/16	1/16	3/4	4	1	1/16		1/16	1	1304			
107	107	1/8	1/8	3/4	4	1	1/16		1/16	1	1305			
107	107	3/16	3/16	3/4	4	1	1/16		1/16	1	1306			
107	107	1/4	1/4	3/4	4	1	1/16		1/16	1	1307			
107	107	5/16	5/16	3/4	4	1	1/16		1/16	1	1308			
107	107	3/8	3/8	3/4	4	1	1/16		1/16	1	1309			
107	107	7/16	7/16	3/4	4	1	1/16		1/16	1	1310			
107	107	1/2	1/2	3/4	4	1	1/16		1/16	1	1311			
107	107	9/16	9/16	3/4	4	1	1/16		1/16	1	1312			
107	107	5/8	5/8	3/4	4	1	1/16		1/16	1	1313			
107	107	11/16	11/16	3/4	4	1	1/16		1/16	1	1314			
108	108	0	0	3/4	1	1	1/16		1/16	1	1315			
108	108	1/16	1/16	3/4	1	1	1/16		1/16	1	1316			
108	108	1/8	1/8	3/4	1	1	1/16		1/16	1	1317			
108	108	3/16	3/16	3/4	1	1	1/16		1/16	1	1318			
108	108	1/4	1/4	3/4	1	1	1/16		1/16	1	1319			
108	108	5/16	5/16	3/4	1	1	1/16		1/16	1	1320			
108	108	3/8	3/8	3/4	1	1	1/16		1/16	1	1321			
108	108	7/16	7/16	3/4	1	1	1/16		1/16	1	1322			
108	108	1/2	1/2	3/4	1	1	1/16		1/16	1	1323			
108	108	9/16	9/16	3/4	1	1	1/16		1/16	1	1324			
108	108	5/8	5/8	3/4	1	1	1/16		1/16	1	1325			
108	108	11/16	11/16	3/4	1	1	1/16		1/16	1	1326			
108	108	0	0	3/4	2	1	3/4		1/2	3/2	1327			
108	108	0	0	3/4	3	1	3/4		1/2	3/2	1328			
108	108	0	0	3/4	4	1	1/4		1/4	1	1329			
109	109	0	0	3/4	1	1	1/16		1/16	1	1330		articStaccatoAbove	
109	109	1/16	1/16	3/4	1	1	1/16		1/16	1	1331		articStaccatoAbove	
109	109	1/8	1/8	3/4	1	1	1/16		1/16	1	1332		articStaccatoAbove	
109	109	3/16	3/16	3/4	1	1	1/16		1/16	1	1333		articStaccatoAbove	
109	109	1/4	1/4	3/4	1	1	1/16		1/16	1	1334		articStaccatoAbove	
109	109	5/16	5/16	3/4	1	1	1/16		1/16	1	1335		articStaccatoAbove	
109	109	3/8	3/8	3/4	1	1	1/16		1/16	1	1336		articStaccatoAbove	
109	109	7/16	7/16	3/4	1	1	1/16		1/16	1	1337		articStaccatoAbove	
109	109	1/2	1/2	3/4	1	1	1/16		1/16	1	1338		articStaccatoAbove	
109	109	9/16	9/16	3/4	1	1	1/16		1/16	1	1339		articStaccatoAbove	
109	109	5/8	5/8	3/4	1	1	1/16		1/16	1	1340		articStaccatoAbove	
109	109	11/16	11/16	3/4	1	1	1/16		1/16	1	1341		articStaccatoAbove	
109	109	0	0	3/4	2	1	1/4		1/4	1	1342		articStaccatoBelow	
109	109	1/4	1/4	3/4	2	1	1/4		1/4	1	1343		articStaccatoBelow	
109	109	0	0	3/4	3	1	1/4		1/4	1	1344		articStaccatoAbove	
109	109	1/4	1/4	3/4	3	1	1/4		1/4	1	1345		articStaccatoBelow	
109	109	0	0	3/4	4	1	1/4		1/4	1	1346		articStaccatoBelow	
109	109	1/4	1/4	3/4	4	1	1/4		1/4	1	1347		articStaccatoBelow	
110	110	0	0	3/4	1	1	1/16		1/16	1	1348			
110	110	1/16	1/16	3/4	1	1	0							
110	110	1/16	1/16	3/4	1	1	1/16		1/16	1	1349			
110	110	1/8	1/8	3/4	1	1	1/16		1/16	1	1350			
110	110	3/16	3/16	3/4	1	1	1/16		1/16	1	1351			
110	110	1/4	1/4	3/4	1	1	1/16		1/16	1	1352			
110	110	5/16	5/16	3/4	1	1	1/16		1/16	1	1353			
110	110	3/8	3/8	3/4	1	1	1/16		1/16	1	1354			
110	110	7/16	7/16	3/4	1	1	1/16		1/16	1	1355			
110	110	1/2	1/2	3/4	1	1	1/16		1/16	1	1356			
110	110	9/16	9/16	3/4	1	1	1/16		1/16	1	1357			
110	110	5/8	5/8	3/4	1	1	1/16		1/16	1	1358			
110	110	11/16	11/16	3/4	1	1	1/16		1/16	1	1359			
111	111	0	0	3/4	1	1	1/16		1/16	1	1360			
111	111	1/16	1/16	3/4	1	1	1/16		1/16	1	1361			
111	111	1/8	1/8	3/4	1	1	1/16		1/16	1	1362			
111	111	3/16	3/16	3/4	1	1	1/16		1/16	1	1363			
111	111	1/4	1/4	3/4	1	1	1/16		1/16	1	1364			
111	111	5/16	5/16	3/4	1	1	1/16		1/16	1	1365			
111	111	3/8	3/8	3/4	1	1	1/16		1/16	1	1366			
111	111	7/16	7/16	3/4	1	1	1/16		1/16	1	1367			
111	111	1/2	1/2	3/4	1	1	1/16		1/16	1	1368			
111	111	9/16	9/16	3/4	1	1	1/16		1/16	1	1369			
111	111	5/8	5/8	3/4	1	1	1/16		1/16	1	1370			
111	111	11/16	11/16	3/4	1	1	1/16		1/16	1	1371			
111	111	1/2	1/2	3/4	2	1	1/16		1/16	1	1372			
111	111	9/16	9/16	3/4	2	1	0							
111	111	9/16	9/16	3/4	2	1	1/16		1/16	1	1373			
111	111	5/8	5/8	3/4	2	1	1/16		1/16	1	1374			
111	111	11/16	11/16	3/4	2	1	1/16		1/16	1	1375			
