mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text
269	269	11/16	11/16	3/4	1	1	1/16		1/16	1	3495			
269	269	0	0	3/4	2	1	3/4		1/2	3/2	3496			
269	269	0	0	3/4	3	1	3/4		1/2	3/2	3497			
269	269	0	0	3/4	4	1	1/4		1/4	1	3498			
270	270	0	0	3/4	1	1	1/8		1/8	1	3499		articStaccatoAbove	
270	270	1/8	1/8	3/4	1	1	1/16		1/16	1	3500		articStaccatoAbove	
270	270	3/16	3/16	3/4	1	1	1/16		1/16	1	3501		articStaccatoAbove	
270	270	1/4	1/4	3/4	1	1	1/16		1/16	1	3502		articStaccatoAbove	
270	270	5/16	5/16	3/4	1	1	1/16		1/16	1	3503		articStaccatoAbove	
270	270	3/8	3/8	3/4	1	1	1/16		1/16	1	3504		articStaccatoAbove	
270	270	7/16	7/16	3/4	1	1	1/16		1/16	1	3505		articStaccatoAbove	
270	270	1/2	1/2	3/4	1	1	1/16		1/16	1	3506		articStaccatoAbove	
270	270	9/16	9/16	3/4	1	1	1/16		1/16	1	3507		articStaccatoAbove	
270	270	5/8	5/8	3/4	1	1	1/16		1/16	1	3508		articStaccatoAbove	
270	270	11/16	11/16	3/4	1	1	1/16		1/16	1	3509		articStaccatoAbove	
270	270	0	0	3/4	2	1	1/4		1/4	1	3510		articStaccatoBelow	
270	270	1/4	1/4	3/4	2	1	1/4		1/4	1	3511		articStaccatoBelow	
270	270	0	0	3/4	3	1	1/4		1/4	1	3512		articStaccatoAbove	
270	270	1/4	1/4	3/4	3	1	1/4		1/4	1	3513		articStaccatoAbove	
270	270	0	0	3/4	4	1	1/4		1/4	1	3514		articStaccatoBelow	
270	270	1/4	1/4	3/4	4	1	1/4		1/4	1	3515		articStaccatoAbove	
271	271	0	0	3/4	1	1	1/16		1/16	1	3516			
271	271	1/16	1/16	3/4	1	1	0							
271	271	1/16	1/16	3/4	1	1	1/16		1/16	1	3517			
271	271	1/8	1/8	3/4	1	1	1/16		1/16	1	3518			
271	271	3/16	3/16	3/4	1	1	1/16		1/16	1	3519			
271	271	1/4	1/4	3/4	1	1	1/16		1/16	1	3520			
271	271	5/16	5/16	3/4	1	1	1/16		1/16	1	3521			
271	271	3/8	3/8	3/4	1	1	1/16		1/16	1	3522			
271	271	7/16	7/16	3/4	1	1	1/16		1/16	1	3523			
271	271	1/2	1/2	3/4	1	1	1/16		1/16	1	3524			
271	271	9/16	9/16	3/4	1	1	1/16		1/16	1	3525			
271	271	5/8	5/8	3/4	1	1	1/16		1/16	1	3526			
271	271	11/16	11/16	3/4	1	1	1/16		1/16	1	3527			
272	272	0	0	3/4	1	1	1/16		1/16	1	3528			
272	272	1/16	1/16	3/4	1	1	1/16		1/16	1	3529			
272	272	1/8	1/8	3/4	1	1	1/16		1/16	1	3530			
272	272	3/16	3/16	3/4	1	1	1/16		1/16	1	3531			
272	272	1/4	1/4	3/4	1	1	1/16		1/16	1	3532			
272	272	5/16	5/16	3/4	1	1	1/16		1/16	1	3533			
272	272	3/8	3/8	3/4	1	1	1/16		1/16	1	3534			
272	272	7/16	7/16	3/4	1	1	1/16		1/16	1	3535			
272	272	1/2	1/2	3/4	1	1	1/16		1/16	1	3536			
272	272	9/16	9/16	3/4	1	1	1/16		1/16	1	3537			
272	272	5/8	5/8	3/4	1	1	1/16		1/16	1	3538			
272	272	11/16	11/16	3/4	1	1	1/16		1/16	1	3539			
272	272	1/16	1/16	3/4	2	1	1/16		1/16	1	3540			
272	272	1/8	1/8	3/4	2	1	0							
272	272	1/8	1/8	3/4	2	1	1/16		1/16	1	3541			
272	272	3/16	3/16	3/4	2	1	1/16		1/16	1	3542			
272	272	1/4	1/4	3/4	2	1	1/16		1/16	1	3543			
272	272	5/16	5/16	3/4	2	1	1/16		1/16	1	3544			
272	272	3/8	3/8	3/4	2	1	1/16		1/16	1	3545			
272	272	7/16	7/16	3/4	2	1	1/16		1/16	1	3546			
272	272	1/2	1/2	3/4	2	1	1/16		1/16	1	3547			
272	272	9/16	9/16	3/4	2	1	1/16		1/16	1	3548			
272	272	5/8	5/8	3/4	2	1	1/16		1/16	1	3549			
272	272	11/16	11/16	3/4	2	1	1/16		1/16	1	3550			
272	272	1/16	1/16	3/4	3	1	1/16		1/16	1	3551			
272	272	1/8	1/8	3/4	3	1	0							
272	272	1/8	1/8	3/4	3	1	1/16		1/16	1	3552			
272	272	3/16	3/16	3/4	3	1	1/16		1/16	1	3553			
272	272	1/4	1/4	3/4	3	1	1/16		1/16	1	3554			
272	272	5/16	5/16	3/4	3	1	1/16		1/16	1	3555			
272	272	3/8	3/8	3/4	3	1	1/16		1/16	1	3556			
272	272	7/16	7/16	3/4	3	1	1/16		1/16	1	3557			
272	272	1/2	1/2	3/4	3	1	1/16		1/16	1	3558			
272	272	9/16	9/16	3/4	3	1	1/16		1/16	1	3559			
272	272	5/8	5/8	3/4	3	1	1/16		1/16	1	3560			
272	272	11/16	11/16	3/4	3	1	1/16		1/16	1	3561			
272	272	1/16	1/16	3/4	4	1	1/16		1/16	1	3562			
272	272	1/8	1/8	3/4	4	1	0							
272	272	1/8	1/8	3/4	4	1	1/16		1/16	1	3563			
272	272	3/16	3/16	3/4	4	1	1/16		1/16	1	3564			
272	272	1/4	1/4	3/4	4	1	1/16		1/16	1	3565			
272	272	5/16	5/16	3/4	4	1	1/16		1/16	1	3566			
272	272	3/8	3/8	3/4	4	1	1/16		1/16	1	3567			
272	272	7/16	7/16	3/4	4	1	1/16		1/16	1	3568			
272	272	1/2	1/2	3/4	4	1	1/16		1/16	1	3569			
272	272	9/16	9/16	3/4	4	1	1/16		1/16	1	3570			
272	272	5/8	5/8	3/4	4	1	1/16		1/16	1	3571			
272	272	11/16	11/16	3/4	4	1	1/16		1/16	1	3572			
273	273	0	0	3/4	1	1	1/16		1/16	1	3573			
273	273	1/16	1/16	3/4	1	1	1/16		1/16	1	3574			
273	273	1/8	1/8	3/4	1	1	1/16		1/16	1	3575			
273	273	3/16	3/16	3/4	1	1	1/16		1/16	1	3576			
273	273	1/4	1/4	3/4	1	1	1/16		1/16	1	3577			
273	273	5/16	5/16	3/4	1	1	1/16		1/16	1	3578			
273	273	3/8	3/8	3/4	1	1	1/16		1/16	1	3579			
273	273	7/16	7/16	3/4	1	1	1/16		1/16	1	3580			
273	273	1/2	1/2	3/4	1	1	1/16		1/16	1	3581			
273	273	9/16	9/16	3/4	1	1	1/16		1/16	1	3582			
273	273	5/8	5/8	3/4	1	1	1/16		1/16	1	3583			
273	273	11/16	11/16	3/4	1	1	1/16		1/16	1	3584			
273	273	0	0	3/4	2	1	1/16		1/16	1	3585			
273	273	1/16	1/16	3/4	2	1	1/16		1/16	1	3586			
273	273	1/8	1/8	3/4	2	1	1/16		1/16	1	3587			
273	273	3/16	3/16	3/4	2	1	1/16		1/16	1	3588			
273	273	1/4	1/4	3/4	2	1	1/16		1/16	1	3589			
273	273	5/16	5/16	3/4	2	1	1/16		1/16	1	3590			
273	273	3/8	3/8	3/4	2	1	1/16		1/16	1	3591			
273	273	7/16	7/16	3/4	2	1	1/16		1/16	1	3592			
273	273	1/2	1/2	3/4	2	1	1/16		1/16	1	3593			
273	273	9/16	9/16	3/4	2	1	1/16		1/16	1	3594			
273	273	5/8	5/8	3/4	2	1	1/16		1/16	1	3595			
273	273	11/16	11/16	3/4	2	1	1/16		1/16	1	3596			
273	273	0	0	3/4	3	1	1/16		1/16	1	3597			
273	273	1/16	1/16	3/4	3	1	1/16		1/16	1	3598			
273	273	1/8	1/8	3/4	3	1	1/16		1/16	1	3599			
273	273	3/16	3/16	3/4	3	1	1/16		1/16	1	3600			
273	273	1/4	1/4	3/4	3	1	1/16		1/16	1	3601			
273	273	5/16	5/16	3/4	3	1	1/16		1/16	1	3602			
273	273	3/8	3/8	3/4	3	1	1/16		1/16	1	3603			
273	273	7/16	7/16	3/4	3	1	1/16		1/16	1	3604			
273	273	1/2	1/2	3/4	3	1	1/16		1/16	1	3605			
273	273	9/16	9/16	3/4	3	1	1/16		1/16	1	3606			
273	273	5/8	5/8	3/4	3	1	1/16		1/16	1	3607			
273	273	11/16	11/16	3/4	3	1	1/16		1/16	1	3608			
273	273	0	0	3/4	4	1	1/16		1/16	1	3609			
273	273	1/16	1/16	3/4	4	1	1/16		1/16	1	3610			
273	273	1/8	1/8	3/4	4	1	1/16		1/16	1	3611			
273	273	3/16	3/16	3/4	4	1	1/16		1/16	1	3612			
273	273	1/4	1/4	3/4	4	1	1/16		1/16	1	3613			
273	273	5/16	5/16	3/4	4	1	1/16		1/16	1	3614			
273	273	3/8	3/8	3/4	4	1	1/16		1/16	1	3615			
273	273	7/16	7/16	3/4	4	1	1/16		1/16	1	3616			
273	273	1/2	1/2	3/4	4	1	1/16		1/16	1	3617			
273	273	9/16	9/16	3/4	4	1	1/16		1/16	1	3618			
273	273	5/8	5/8	3/4	4	1	1/16		1/16	1	3619			
273	273	11/16	11/16	3/4	4	1	1/16		1/16	1	3620			
274	274	0	0	3/4	1	1	1/4		1/4	1	3621		articStaccatoBelow	
274	274	1/4	1/4	3/4	1	1	0					ff		
274	274	1/4	1/4	3/4	1	1	1/4		1/4	1	3622		articStaccatoBelow	
274	274	1/2	1/2	3/4	1	1	1/4		1/4	1	3623		articStaccatoBelow	
274	274	0	0	3/4	2	1	1/4		1/4	1	3624		articStaccatoBelow	
274	274	1/4	1/4	3/4	2	1	0					ff		
274	274	1/4	1/4	3/4	2	1	1/4		1/4	1	3625		articStaccatoBelow	
274	274	1/2	1/2	3/4	2	1	1/4		1/4	1	3626		articStaccatoBelow	
274	274	0	0	3/4	3	1	1/4		1/4	1	3627		articStaccatoBelow	
274	274	1/4	1/4	3/4	3	1	0					ff		
274	274	1/4	1/4	3/4	3	1	1/4		1/4	1	3628		articStaccatoBelow	
274	274	1/2	1/2	3/4	3	1	1/4		1/4	1	3629		articStaccatoBelow	
274	274	0	0	3/4	4	1	1/4		1/4	1	3630		articStaccatoBelow	
274	274	1/4	1/4	3/4	4	1	0					ff		
274	274	1/4	1/4	3/4	4	1	1/4		1/4	1	3631		articStaccatoBelow	
274	274	1/2	1/2	3/4	4	1	1/4		1/4	1	3632		articStaccatoBelow	
275	275	0	0	3/4	1	1	1/4		1/4	1	3633		articStaccatoAbove	
275	275	1/4	1/4	3/4	1	1	1/4		1/4	1	3634		articStaccatoAbove	
275	275	1/2	1/2	3/4	1	1	1/4		1/4	1	3635		articStaccatoAbove	
275	275	0	0	3/4	2	1	1/4		1/4	1	3636		articStaccatoBelow	
275	275	1/4	1/4	3/4	2	1	1/4		1/4	1	3637		articStaccatoBelow	
275	275	1/2	1/2	3/4	2	1	1/4		1/4	1	3638		articStaccatoBelow	
275	275	0	0	3/4	3	1	1/4		1/4	1	3639		articStaccatoBelow	
275	275	1/4	1/4	3/4	3	1	1/4		1/4	1	3640		articStaccatoAbove	
275	275	1/2	1/2	3/4	3	1	1/4		1/4	1	3641		articStaccatoAbove	
275	275	0	0	3/4	4	1	1/4		1/4	1	3642		articStaccatoBelow	
275	275	1/4	1/4	3/4	4	1	1/4		1/4	1	3643		articStaccatoBelow	
275	275	1/2	1/2	3/4	4	1	1/4		1/4	1	3644		articStaccatoAbove	
276	276	0	0	3/4	1	1	3/4		1/2	3/2	3645			
276	276	0	0	3/4	2	1	3/4		1/2	3/2	3646			
276	276	0	0	3/4	3	1	3/4		1/2	3/2	3647			
276	276	0	0	3/4	4	1	3/4		1/2	3/2	3648			
277	277	0	0	3/4	1	1	3/4		1/2	3/2	3649			
277	277	0	0	3/4	2	1	3/4		1/2	3/2	3650			
277	277	0	0	3/4	3	1	3/4		1/2	3/2	3651			
277	277	0	0	3/4	4	1	3/4		1/2	3/2	3652			
278	278	0	0	3/4	1	1	1/4		1/4	1	3653		articStaccatoBelow	
278	278	1/4	1/4	3/4	1	1	0					ff		
278	278	1/4	1/4	3/4	1	1	1/4		1/4	1	3654		articStaccatoBelow	
278	278	1/2	1/2	3/4	1	1	1/4		1/4	1	3655		articStaccatoBelow	
278	278	0	0	3/4	2	1	1/4		1/4	1	3656		articStaccatoBelow	
278	278	1/4	1/4	3/4	2	1	0					ff		
278	278	1/4	1/4	3/4	2	1	1/4		1/4	1	3657		articStaccatoBelow	
278	278	1/2	1/2	3/4	2	1	1/4		1/4	1	3658		articStaccatoBelow	
278	278	0	0	3/4	3	1	1/4		1/4	1	3659		articStaccatoBelow	
278	278	1/4	1/4	3/4	3	1	0					ff		
278	278	1/4	1/4	3/4	3	1	1/4		1/4	1	3660		articStaccatoBelow	
278	278	1/2	1/2	3/4	3	1	1/4		1/4	1	3661		articStaccatoBelow	
278	278	0	0	3/4	4	1	1/4		1/4	1	3662		articStaccatoBelow	
278	278	1/4	1/4	3/4	4	1	0					ff		
278	278	1/4	1/4	3/4	4	1	1/4		1/4	1	3663		articStaccatoBelow	
278	278	1/2	1/2	3/4	4	1	1/4		1/4	1	3664		articStaccatoBelow	
279	279	0	0	3/4	1	1	1/4		1/4	1	3665		articStaccatoBelow	
279	279	1/4	1/4	3/4	1	1	1/4		1/4	1	3666		articStaccatoBelow	
279	279	1/2	1/2	3/4	1	1	1/4		1/4	1	3667		articStaccatoAbove	
279	279	0	0	3/4	2	1	1/4		1/4	1	3668		articStaccatoBelow	
279	279	1/4	1/4	3/4	2	1	1/4		1/4	1	3669		articStaccatoBelow	
279	279	1/2	1/2	3/4	2	1	1/4		1/4	1	3670		articStaccatoBelow	
279	279	0	0	3/4	3	1	1/4		1/4	1	3671		articStaccatoBelow	
279	279	1/4	1/4	3/4	3	1	1/4		1/4	1	3672		articStaccatoBelow	
279	279	1/2	1/2	3/4	3	1	1/4		1/4	1	3673		articStaccatoBelow	
279	279	0	0	3/4	4	1	1/4		1/4	1	3674		articStaccatoBelow	
279	279	1/4	1/4	3/4	4	1	1/4		1/4	1	3675		articStaccatoBelow	
279	279	1/2	1/2	3/4	4	1	1/4		1/4	1	3676		articStaccatoBelow	
280	280	0	0	3/4	1	1	0					sf		
280	280	0	0	3/4	1	1	3/4		1/2	3/2	3677			
280	280	0	0	3/4	2	1	0					sf		
280	280	0	0	3/4	2	1	3/4		1/2	3/2	3678			
280	280	0	0	3/4	3	1	0					sf		
280	280	0	0	3/4	3	1	3/4		1/2	3/2	3679			
280	280	0	0	3/4	4	1	0					sf		
280	280	0	0	3/4	4	1	3/4		1/2	3/2	3680			
281	281	0	0	3/4	1	1	3/4		1/2	3/2	3681			
281	281	0	0	3/4	2	1	3/4		1/2	3/2	3682			
281	281	0	0	3/4	3	1	3/4		1/2	3/2	3683			
281	281	0	0	3/4	4	1	3/4		1/2	3/2	3684			
282	282	0	0	3/4	1	1	0					pp		
282	282	0	0	3/4	1	1	1/8		1/8	1	3685		articStaccatoAbove	
282	282	1/8	1/8	3/4	1	1	1/16		1/16	1	3686			
282	282	3/16	3/16	3/4	1	1	1/16		1/16	1	3687			
282	282	1/4	1/4	3/4	1	1	1/8		1/8	1	3688		articStaccatoAbove	
282	282	3/8	3/8	3/4	1	1	1/16		1/16	1	3689			
282	282	7/16	7/16	3/4	1	1	1/16		1/16	1	3690			
282	282	1/2	1/2	3/4	1	1	1/8		1/8	1	3691			
282	282	5/8	5/8	3/4	1	1	1/16		1/16	1	3692			
282	282	11/16	11/16	3/4	1	1	1/16		1/16	1	3693			
282	282	0	0	3/4	2	1	1/4		1/4	1	3694		articStaccatoBelow	
282	282	1/4	1/4	3/4	2	1	1/4		1/4	1	3695		articStaccatoBelow	
282	282	1/2	1/2	3/4	2	1	1/4		1/4	1	3696		articStaccatoBelow	
282	282	0	0	3/4	3	1	0					pp		
283	283	0	0	3/4	1	1	1/8		1/8	1	3697		articStaccatoAbove	
283	283	1/8	1/8	3/4	1	1	1/16		1/16	1	3698			
283	283	3/16	3/16	3/4	1	1	1/16		1/16	1	3699			
283	283	1/4	1/4	3/4	1	1	1/8		1/8	1	3700			
283	283	3/8	3/8	3/4	1	1	1/16		1/16	1	3701			
283	283	7/16	7/16	3/4	1	1	1/16		1/16	1	3702			
283	283	1/2	1/2	3/4	1	1	1/8		1/8	1	3703		articStaccatoBelow	
283	283	5/8	5/8	3/4	1	1	1/16		1/16	1	3704			
283	283	11/16	11/16	3/4	1	1	1/16		1/16	1	3705			
283	283	0	0	3/4	2	1	1/4		1/4	1	3706		articStaccatoBelow	
283	283	1/4	1/4	3/4	2	1	1/4		1/4	1	3707		articStaccatoBelow	
283	283	1/2	1/2	3/4	2	1	1/4		1/4	1	3708		articStaccatoBelow	
284	284	0	0	3/4	1	1	3/8		1/4	3/2	3709			
284	284	3/8	3/8	3/4	1	1	1/16		1/16	1	3710			
284	284	7/16	7/16	3/4	1	1	1/16		1/16	1	3711			
284	284	1/2	1/2	3/4	1	1	1/8		1/8	1	3712		articStaccatoBelow	
284	284	5/8	5/8	3/4	1	1	1/8		1/8	1	3713		articStaccatoBelow	
284	284	0	0	3/4	2	1	1/4		1/4	1	3714			
284	284	1/4	1/4	3/4	2	1	1/4		1/4	1	3715			
284	284	1/2	1/2	3/4	2	1	1/4		1/4	1	3716			
285	285	0	0	3/4	1	1	1/4		1/4	1	3717			
285	285	1/4	1/4	3/4	1	1	1/4		1/4	1	3718			
285	285	1/2	1/2	3/4	1	1	1/4		1/4	1	3719			
285	285	0	0	3/4	2	1	1/4		1/4	1	3720			
285	285	0	0	3/4	3	1	3/8		1/4	3/2	3721			
285	285	3/8	3/8	3/4	3	1	0					pp		
285	285	3/8	3/8	3/4	3	1	1/16		1/16	1	3722			
285	285	7/16	7/16	3/4	3	1	1/16		1/16	1	3723			
285	285	1/2	1/2	3/4	3	1	1/8		1/8	1	3724		articStaccatoBelow	
285	285	5/8	5/8	3/4	3	1	1/8		1/8	1	3725		articStaccatoBelow	
285	285	0	0	3/4	4	1	1/4		1/4	1	3726			
285	285	1/4	1/4	3/4	4	1	0					pp		
285	285	1/4	1/4	3/4	4	1	1/4		1/4	1	3727			
285	285	1/2	1/2	3/4	4	1	1/4		1/4	1	3728			
286	286	0	0	3/4	1	1	1/4		1/4	1	3729			
286	286	0	0	3/4	2	1	1/8		1/8	1	3730		articStaccatoAbove	
286	286	1/8	1/8	3/4	2	1	0					pp		
286	286	1/8	1/8	3/4	2	1	1/16		1/16	1	3731			
286	286	3/16	3/16	3/4	2	1	1/16		1/16	1	3732			
286	286	1/4	1/4	3/4	2	1	1/8		1/8	1	3733		articStaccatoBelow	
286	286	3/8	3/8	3/4	2	1	1/16		1/16	1	3734			
286	286	7/16	7/16	3/4	2	1	1/16		1/16	1	3735			
286	286	1/2	1/2	3/4	2	1	1/8		1/8	1	3736			
286	286	5/8	5/8	3/4	2	1	1/16		1/16	1	3737			
286	286	11/16	11/16	3/4	2	1	1/16		1/16	1	3738			
286	286	0	0	3/4	3	1	1/4		1/4	1	3739		articStaccatoBelow	
286	286	1/4	1/4	3/4	3	1	1/4		1/4	1	3740		articStaccatoBelow	
286	286	1/2	1/2	3/4	3	1	1/4		1/4	1	3741		articStaccatoBelow	
286	286	0	0	3/4	4	1	1/4		1/4	1	3742			
287	287	0	0	3/4	2	1	1/8		1/8	1	3743		articStaccatoBelow	
287	287	1/8	1/8	3/4	2	1	1/16		1/16	1	3744			
287	287	3/16	3/16	3/4	2	1	1/16		1/16	1	3745			
287	287	1/4	1/4	3/4	2	1	1/8		1/8	1	3746		articStaccatoBelow	
287	287	3/8	3/8	3/4	2	1	1/16		1/16	1	3747			
287	287	7/16	7/16	3/4	2	1	1/16		1/16	1	3748			
287	287	1/2	1/2	3/4	2	1	1/8		1/8	1	3749		articStaccatoBelow	
287	287	5/8	5/8	3/4	2	1	1/16		1/16	1	3750			
287	287	11/16	11/16	3/4	2	1	1/16		1/16	1	3751			
287	287	0	0	3/4	3	1	1/4		1/4	1	3752		articStaccatoBelow	
287	287	1/4	1/4	3/4	3	1	1/4		1/4	1	3753		articStaccatoBelow	
287	287	1/2	1/2	3/4	3	1	1/4		1/4	1	3754		articStaccatoBelow	
288	288	0	0	3/4	2	1	3/8		1/4	3/2	3755			
288	288	3/8	3/8	3/4	2	1	1/16		1/16	1	3756			
288	288	7/16	7/16	3/4	2	1	1/16		1/16	1	3757		articStaccatoBelow	
288	288	1/2	1/2	3/4	2	1	1/8		1/8	1	3758		articStaccatoBelow	
288	288	5/8	5/8	3/4	2	1	1/8		1/8	1	3759		articStaccatoBelow	
288	288	0	0	3/4	3	1	1/4		1/4	1	3760			
288	288	1/4	1/4	3/4	3	1	1/4		1/4	1	3761			
288	288	1/2	1/2	3/4	3	1	1/4		1/4	1	3762			
289	289	0	0	3/4	1	1	1/4		1/4	1	3763			
289	289	1/4	1/4	3/4	1	1	1/4		1/4	1	3764			
289	289	1/2	1/2	3/4	1	1	1/4		1/4	1	3765			
289	289	0	0	3/4	2	1	1/4		1/4	1	3766			
289	289	0	0	3/4	3	1	3/8		1/4	3/2	3767			
289	289	3/8	3/8	3/4	3	1	1/16		1/16	1	3768			
289	289	7/16	7/16	3/4	3	1	1/16		1/16	1	3769			
289	289	1/2	1/2	3/4	3	1	1/8		1/8	1	3770		articStaccatoBelow	
289	289	5/8	5/8	3/4	3	1	1/8		1/8	1	3771		articStaccatoBelow	
289	289	0	0	3/4	4	1	1/4		1/4	1	3772			
289	289	1/4	1/4	3/4	4	1	1/4		1/4	1	3773			
289	289	1/2	1/2	3/4	4	1	1/4		1/4	1	3774			
290	290	0	0	3/4	1	1	1/4		1/4	1	3775			
290	290	0	0	3/4	2	1	3/8		1/4	3/2	3776			
290	290	3/8	3/8	3/4	2	1	1/16		1/16	1	3777			
290	290	7/16	7/16	3/4	2	1	1/16		1/16	1	3778			
290	290	1/2	1/2	3/4	2	1	1/8		1/8	1	3779		articStaccatoBelow	
290	290	5/8	5/8	3/4	2	1	1/8		1/8	1	3780		articStaccatoBelow	
290	290	0	0	3/4	3	1	1/4		1/4	1	3781			
290	290	1/4	1/4	3/4	3	1	1/4		1/4	1	3782			
290	290	1/2	1/2	3/4	3	1	1/4		1/4	1	3783			
290	290	0	0	3/4	4	1	1/4		1/4	1	3784			
291	291	0	0	3/4	1	1	1/4		1/4	1	3785			
291	291	1/4	1/4	3/4	1	1	1/4		1/4	1	3786			
291	291	1/2	1/2	3/4	1	1	1/4		1/4	1	3787			
291	291	0	0	3/4	2	1	1/4		1/4	1	3788			
291	291	0	0	3/4	3	1	3/8		1/4	3/2	3789			
291	291	3/8	3/8	3/4	3	1	1/16		1/16	1	3790			
291	291	7/16	7/16	3/4	3	1	1/16		1/16	1	3791			
291	291	1/2	1/2	3/4	3	1	1/8		1/8	1	3792		articStaccatoBelow	
291	291	5/8	5/8	3/4	3	1	1/8		1/8	1	3793		articStaccatoBelow	
291	291	0	0	3/4	4	1	1/4		1/4	1	3794			
291	291	1/4	1/4	3/4	4	1	1/4		1/4	1	3795			
291	291	1/2	1/2	3/4	4	1	1/4		1/4	1	3796			
292	292	0	0	3/4	1	1	3/8		1/4	3/2	3797			
292	292	3/8	3/8	3/4	1	1	0							
292	292	3/8	3/8	3/4	1	1	1/16		1/16	1	3798			
292	292	7/16	7/16	3/4	1	1	1/16		1/16	1	3799			
292	292	1/2	1/2	3/4	1	1	1/8		1/8	1	3800		articStaccatoBelow	
292	292	5/8	5/8	3/4	1	1	1/8		1/8	1	3801		articStaccatoBelow	
292	292	0	0	3/4	3	1	1/4		1/4	1	3802			
292	292	1/4	1/4	3/4	3	1	0							
292	292	1/4	1/4	3/4	3	1	1/4		1/4	1	3803			
292	292	1/2	1/2	3/4	3	1	1/4		1/4	1	3804			
292	292	0	0	3/4	4	1	1/4		1/4	1	3805			
293	293	0	0	3/4	1	1	1/4		1/4	1	3806			
293	293	1/4	1/4	3/4	1	1	1/4		1/4	1	3807			
293	293	1/2	1/2	3/4	1	1	1/4		1/4	1	3808			
293	293	0	0	3/4	2	1	1/4		1/4	1	3809			
293	293	1/4	1/4	3/4	2	1	0							
293	293	1/4	1/4	3/4	2	1	1/4		1/4	1	3810			
293	293	1/2	1/2	3/4	2	1	1/4		1/4	1	3811			
293	293	0	0	3/4	3	1	1/4		1/4	1	3812			
293	293	1/4	1/4	3/4	3	1	1/4		1/4	1	3813			
293	293	1/2	1/2	3/4	3	1	1/4		1/4	1	3814			
293	293	0	0	3/4	4	1	1/4		1/4	1	3815			
293	293	1/4	1/4	3/4	4	1	0							
293	293	1/4	1/4	3/4	4	1	1/4		1/4	1	3816			
293	293	1/2	1/2	3/4	4	1	1/4		1/4	1	3817			
294	294	0	0	3/4	1	1	1/4		1/4	1	3818			
294	294	1/4	1/4	3/4	1	1	1/8		1/8	1	3819			
294	294	3/8	3/8	3/4	1	1	1/16		1/16	1	3820			
294	294	7/16	7/16	3/4	1	1	1/16		1/16	1	3821			
294	294	1/2	1/2	3/4	1	1	1/8		1/8	1	3822		articStaccatoAbove	
294	294	5/8	5/8	3/4	1	1	1/8		1/8	1	3823		articStaccatoAbove	
294	294	0	0	3/4	2	1	3/4		1/2	3/2	3824			
294	294	0	0	3/4	3	1	3/4		1/2	3/2	3825			
294	294	0	0	3/4	4	1	3/4		1/2	3/2	3826			
295	295	0	0	3/4	1	1	0					sf		
295	295	0	0	3/4	1	1	3/4		1/2	3/2	3827			
295	295	0	0	3/4	2	1	0					sf		
295	295	0	0	3/4	2	1	3/4		1/2	3/2	3828			
295	295	0	0	3/4	3	1	0					sf		
295	295	0	0	3/4	3	1	3/4		1/2	3/2	3829			
295	295	0	0	3/4	4	1	0					sf		
295	295	0	0	3/4	4	1	3/4		1/2	3/2	3830			
296	296	0	0	3/4	1	1	1/4		1/4	1	3831			
296	296	1/4	1/4	3/4	1	1	1/8		1/8	1	3832			
296	296	3/8	3/8	3/4	1	1	1/16		1/16	1	3833			
296	296	7/16	7/16	3/4	1	1	1/16		1/16	1	3834			
296	296	1/2	1/2	3/4	1	1	1/8		1/8	1	3835		articStaccatoAbove	
296	296	5/8	5/8	3/4	1	1	1/8		1/8	1	3836		articStaccatoAbove	
296	296	0	0	3/4	2	1	3/4		1/2	3/2	3837			
296	296	0	0	3/4	3	1	1/2		1/2	1	3838			
296	296	0	0	3/4	4	1	3/4		1/2	3/2	3839			
297	297	0	0	3/4	1	1	0					sf		
297	297	0	0	3/4	1	1	3/4		1/2	3/2	3840			
297	297	0	0	3/4	2	1	0					sf		
297	297	0	0	3/4	2	1	3/4		1/2	3/2	3841			
297	297	0	0	3/4	3	1	0					sf		
297	297	0	0	3/4	3	1	3/4		1/2	3/2	3842			
297	297	0	0	3/4	4	1	0					sf		
297	297	0	0	3/4	4	1	3/4		1/2	3/2	3843			
298	298	0	0	3/4	1	1	1/4		1/4	1	3844			
298	298	1/4	1/4	3/4	1	1	1/8		1/8	1	3845			
298	298	3/8	3/8	3/4	1	1	1/16		1/16	1	3846			
298	298	7/16	7/16	3/4	1	1	1/16		1/16	1	3847			
298	298	1/2	1/2	3/4	1	1	1/8		1/8	1	3848		articStaccatoAbove	
298	298	5/8	5/8	3/4	1	1	1/8		1/8	1	3849		articStaccatoAbove	
298	298	0	0	3/4	2	1	3/4		1/2	3/2	3850			
298	298	0	0	3/4	3	1	3/4		1/2	3/2	3851			
298	298	0	0	3/4	4	1	3/4		1/2	3/2	3852			
299	299	0	0	3/4	1	1	0					sf		
299	299	0	0	3/4	1	1	3/4		1/2	3/2	3853			
299	299	0	0	3/4	2	1	0					sf		
299	299	0	0	3/4	2	1	3/4		1/2	3/2	3854			
299	299	0	0	3/4	3	1	0					sf		
299	299	0	0	3/4	3	1	3/4		1/2	3/2	3855			
299	299	0	0	3/4	4	1	0					sf		
299	299	0	0	3/4	4	1	3/4		1/2	3/2	3856			
